Bin.,No.,Description,Packing Size,UOM
AC,ZZSWCP6KG,"SWEET CHYE POH ""FINED"" white",4 X 6KG,PKT
AC,ZZSWCPS6KG,SWEET CHYE POH STRIP,4 X 6KG,BAG
AC,ZZGBF582GM,SWEET HOME FARM GRANOLA WILD BLUEBERRY W FLAX,8 X 582GM,PKT
AC,ZZGLR582GM,SWEET HOME FARM MAPLE PECAN GRANOLA,8 X 582GM,PKT
AC,ZZKS3LBS,SYSCO KOSHER SALT,12 X 3 LBS,BOX
AC,DZSZCPW24KG,SZECHUAN RED PEPPER CORN / WHOLE,8 x 3KG,BAG
AC,ZZTC100GM,TANG CHYE,150 X 100GM,PKT
AC,ZZTC600GM,TANG CHYE,25 x 600GM,PKT
AC,ZZFCP1KG,TDF FRIED CHICKEN FLOUR- GC Grade,12 X 1KG,PKT
AC,ZZDTTM1KG,"TEA THREE MUSHROOM cha su gu""""",1KG / PKT,PKT
AC,ZZTCB50GM,TOBLERONE CHOCOLATE BARS,50GM / PCS,PCS
AC,ZZTDC100GM,TOBLERONE DARK CHOCOLATE (BLACK),20'S X 100GM,PCS
AC,ZZTMC100GM,TOBLERONE MILK CHOCOLATE (YELLOW WRAPPER),20 X 100GM,PCS
AC,ZZTMDMP200GM,TOBLERONE MINI DARK MP,20 X 200GM,PKT
AC,ZZTMMMP200GM,TOBLERONE MINI MILK MP,20 X 200GM,PKT
AC,ZZTOBOMC200GM,TOBLERONE ONE BY ONE MILK CHOCOLATE,9 X 200GM,PKT
AC,ZZTWC100GM,TOBLERONE WHITE CHOCOLATE (WHITE WRAPPER),20 X 100GM,PCS
AC,ZZCN85GM,TONG GARDEN ALL NATURAL COCKTAIL NUTS,3bag X12pkt X 85GM,PKT
AC,ZZTWRS250GM,TORTELLINI WITH RICOTTA & SPINACH,10 X 250GM,PKT
AC,ZZJGNS1KG,TSUKEMONO GINGER STEM,10 X 1KG,PKT
AC,ZZTCB40GM,TWIX CHOCOLATE BAR,10 (OUTER) X 25'S X 50GM,PCS
AC,ZZTCM375GM,TWIX CHOCOLATE MINIES,24 X 375GM,PKT
AC,ZZVHCB150GM,VAN HOUTEN ASSORTED CHOCOALTE BAR,150GM / PKT,PCS
AC,ZZVHCP350GM,VAN HOUTEN COCOA POWDER,24 X 350GM,TUB
AC,ZZVHCP500GM,VAN HOUTEN COCOA POWDER,500GM / TIN,TIN
AC,VSVP450GM,VANILLE SUIKER VANILLA POWDER,12 X 450GM,BTL
AC,VSVP1KG,VANILLE SUIKER VANILLA POWDER - sugar,12 X 1KG,PKT
AC,DZWALM11.34KG,WALNUTS MEAT WITH SKIN,11.34KG / CTN,CTN
AC,DZWMWS10KG,WALNUTS MEAT WITHOUT SKIN,10KG / CTN,CTN
AC,ZZWCHOC1KG,WHITE CHOCOLATE CHIPS,1KG / PKT,PKT
AC,ZZWMS1KG,WHITE MELON STICK,1KG / PKT,PKT
AC,ZZWMS200GM,WHITE MELON STICK,200GM / PKT,PKT
AC,ZZPWPP500GM,WHITE PEPPER POWDER - premium grade,500GM / PKT,PKT
AC,ZZCWGROOT,WHOLE GINSENG - big,500GM / BOX,BOX
AC,ZZWMS5KG,"WINTER MELON STICK GREEN""""",5 X 5KG,PKT
AC,ZZPWB500GM,"WOLF BERRIES PREMIUM GRADE""""",500GM / PKT,PKT
AC,ZZCSS6KG,"XO CHINESE SAUSAGE PORK""""",6KG  / CTN,CTN
AC,YKSMPW1KG,YOKEE SHIRO MISO PASTE - WHITE,12 X 1 KG,PKT
AC,DZDMRWOS1KG,YOWE AAA5 DRIED MUSHROOM W/O STEM 4-5CM,4 X 1KG,PKT
AC,ZZDLF500GM,YOWE DRIED LILY FLOWERS,500GM / PKT,PKT
AC,ZZDLB500GM,YOWE DRIED LONGAN - BLACK,500GM / PKT,PKT
AC,DZDSHM1ST500GM,YOWE DRIED SHRIMPS - 1ST GRADE,500GM / PKT,PKT
AC,DZDCHN1KG,YOWE DRY CASHEW NUTS,18 x 1KG,PKT
AC,ZZGM1KG,YOWE GULA MELAKA,20 x 1KG,PKT
AC,DZPRD500GM,YOWE PITTED RED DATES DRIED,20 x 500GM,PKT
AC,YOWEWSS1KG,YOWE WHITE SESAME SEED,15 X 1KG,PKT
AC,OCWBWP1KG,YOWE WHOLE BUCKWHEAT PEELED (mkt oos),20 X 1KG,PKT
AC,ZZYMG120GM,YUPI MINI GUMMY,24 x 120GM,PKT
AC,FMTOFE500GM,ZZ / FIAMMA TOFE - LARGE SHELL,24 X 500GM,PKT
AT-A,ZZCE,CENTURY EGG,160 pcs / ctn,PCS
AT-A,ZZEPC1PC,CENTURY EGG PRESERVED CLEAN,160's / ctn,PCS
AT-A,ZZSEC,SALTED EGG COOKED,PCS,PCS
AT-A,ZZSE,SALTED EGGS RAW,PCS,PCS
AT-B,DZALMGRD1KG,"ALMOND POWDER ""MEAL""  BLANCH",18 X 1KG,PKT
AT-B,DZALMW1KG,"ALMOND WHOLE BLANCH ""LC""",16 X 1KG,PKT
AT-B,DZALMWS1KG,"ALMOND WHOLE WITH SKIN ""LC""",12 X 1KG,PKT
AT-B,ZZBS150GM,"BEANCURD SHEET ""DESSERT""",60 x 150GM,PKT
AT-B,ZZBF500GM,BONITO FLAKE - KATSUOBUSHI,5 x 500GM,PKT
AT-B,ZZPF25KG,"CAPUTO / TIPO ""OO"" PIZZA FLOUR (temp OOS)",25KG / BAG,BAG
AT-B,ZZSLW1KG,CHILL WALNUT MEAT WITHOUT SKIN,4 X 1KG,PKT
AT-B,BBUCND1LTR,CHILL-GLF WHIPPING CREAM-NON DAIRY (Orange) DV000AL,12 X 1 LITRE,PKT
AT-B,ZZCSS1KG,"CHINESE SAUSAGES ""PORK""",6 x 1KG,PKT
AT-B,ZZDMGR500GM,DAISY MARGARINE,24 X 480GM,TUB
AT-B,ZZGC1KG,FRIED / DEHYDRATED  GARLIC SLICED,20 x 1KG,PKT
AT-B,ZZFFS600GM,FRIED FISH SKIN,8 x 600GM,PKT
AT-B,ZZFGC1KG,FRIED GARLIC CHOPPED,25 x 1KG,PKT
AT-B,DZGARP12.5KG,GARLIC POWDER,15KG / BAG,BAG
AT-B,ZZDMS1KG,GOLDEN BOY DRIED PRESERVED FRUITS - MANGO SLICED (block temporary OOS),10 x 1KG,PKT
AT-B,ZZGDS1KG,GRATED DRIED SHRIMP,20 x 1KG,PKT
AT-B,ZZHCF20KG,HELA CHILLI FLAKE,20KG / BAG,BAG
AT-B,ZZHDWS1KG,HONEY DATES WITH SEED,1KG / PKT,PKT
AT-B,ZZKKB40GM,KIT KAT BITES,30 X 40GM,PKT
AT-B,ZZKKCB35GM,"KIT KAT CHOCOLATE BAR ""4 FINGERS""",24 X 41.5GM,PCS
AT-B,ZZMMC40GM,M & M CHOCOLATE  (PKT)- MILK CHOCOLATE,24 X 37GM,PKT
AT-B,DZPTCWOS1KG,"PISTACHIO WITHOUT SHELLS ""MEAT""",18 x 1KG,PKT
AT-B,ZZSCV3KG,PRESERVED SZECHUAN VEGETABLE,6 X 3KG,PKT
AT-B,ZZSPV500GM,PRESERVED SZECHUAN VEGETABLE SHREDDED,20 X 500GM,PKT
AT-B,ZZRQR1KG,RED QUINOA SEEDS,1KG / PKT,PKT
AT-B,ZZCP6KG,"SALTED CHYE POH ""FINED""",4 X 6KG,PKT
AT-B,ZZMCS3KG,"SALTED MEI CHYE ""GREEN""",6 x 3KG,PKT
AT-B,DZDAPC500GM,SAPORITO DRIED PRESERVED FRUITS - APRICOT,20 X 500GM,PKT
AT-B,DZYWRS1KG,SAPORITO GOLDEN / YELLOW RAISIN,20 X 1KG,PKT
AT-B,DZHZWS500GM,SAPORITO HAZELNUT WITH SKIN,500gm / PKT,PKT
AT-B,DZPN1KG,SAPORITO PINENUT,20 X 1 KG,PKT
AT-B,DZPTPN1KG,SAPORITO PITTED PRUNES DRIED,20 x 1KG,PKT
AT-B,ZZSWCPF1KG,"SWEET CHYE POH ""FINED"" white",24 x 1KG,PKT
AT-B,ZZSWCP1KG,"SWEET CHYE POH STRIP ""white""",12 x 1 kg,PKT
AT-B,ZZMC3KG,"SWEET MEI CHYE ""RED""",6 x 3KG,PKT
AT-B,ZZWMC3KG,SWEETEN WINTER MELON CUBE,10 X 3KG,BAG
AT-B,DZDIBP500GM,"YOWE DRIED ANCHOVIES ikan bilis-Peeled without head""(3-4cm)""",20 x 500GM,PKT
AT-B,ZZDC250GM,YOWE DRIED CHRYSANTHEMUM,25 x 250GM,PKT
AT-B,ZZDLF1KG,YOWE DRIED LILY FLOWERS,8 x 1KG,PKT
AT-B,DZDFG1KG,YOWE DRIED PRESERVED FRUITS - FIGS,15 x 1KG,PKT
AT-B,DZDRDWS500GM,YOWE DRIED RED DATES W SEEDS,500GM / PKT,PKT
AT-B,DZWSMS500GM,"YOWE WHITE SESAME SEED ""LC""",40 x 500GM,PKT
AT-C,ZZCF1KG,CHICKEN FLOSS,1KG / PKT,PKT
AT-C,ZZCHOC1KG,CHOCOLATE CHIPS,10 x 1KG,PKT
AT-C,ZZDAS1KG,DRIED ANCHOVIES ikan bilis - whole with head (1-2cm),20 x 1KG,PKT
AT-C,ZZKHGDA1KG,DRIED ANCHOVIES ikan bilis-Peeled W/O head (Good Grade) 3-4cm,10 x 1KG,PKT
AT-C,ZZDB150GM,DRIED BEANCURD STICK,70 x 150gm,PKT
AT-C,ZZDLB1KG,DRIED LONGAN -  black,10 X 1KG,PKT
AT-C,ZZDCW1KG,DRIED PRESERVED FRUITS - CRANBERRY,20 x 1KG,PKT
AT-C,ZZFBS1KG,"FRIED BEANCURD SKIN for bak kut teh""""",1KG / PKT,PKT
AT-C,ZZFIB1KG,FRIED IKAN BILIS - ready to eat,1KG / PKT,PKT
AT-C,ZZFP1KG,FRIED PEANUT - ready to eat,1KG / PKT,PKT
AT-C,ZZCSB500GM,GARDEN PICKS BLACK CHIA SEEDS,20 x 1KG,PKT
AT-C,ZZATF1KG,HOUSE BRAND ATTA FLOUR,20 X 1KG,PKT
AT-C,ZZRTEIBNFP1KG,IKAN BILIS & PEANUT FRIED - ready to eat,10 X 1KG,PKT
AT-C,GLFDCC2500GM,NICE DARK COOKING CHOCOLATE,10 X 2.5KG,BLK
AT-C,ZZNFPDC42S,PEARLIE WHITE DENTURE CLEANSING TABLETS,36 X 42S,BOX
AT-C,ZZPWF25KG,PRIMA PRIMA WHEAT FLOUR,25KG / BAG,BAG
AT-C,ZZSCN1KG,ROASTED SALTED CASHEW NUTS,10 X 1KG,PKT
AT-C,DZMXFRCH1KG,SAPORITO DRY MIXED FRUITS,20 X 1KG,PKT
AT-C,ZZJSMP1KG,SHIN SHU SHIRO MISO PASTE,10 X 1KG,PKT
AT-C,DZCBARS1KG,YOWE CHINA BARLEY SEEDS,20 x 1KG,PKT
AT-C,DZDANCN500GM,YOWE DRIED ANCHOVIES ikan bilis- whole with head (4-5cm),20 x 500GM,PKT
AT-C,DZDSHM1ST1KG,YOWE DRIED SHRIMPS - 1ST GRADE,20 X 1KG,PKT
AT-C,DZDSHM2ND1KG,"YOWE DRIED SHRIMPS - A GRADE ""Bai Yu Xia""",20 X 1KG,PKT
AT-C,DZDSHM500GM,YOWE DRIED SHRIMPS - GELAGOR,15 x 500GM,PKT
AT-C,DZRPNWOS1KG,YOWE RAW PEANUT PEELED (without skin),20 x 1KG,PKT
AT-D,ZZBKT20GM,"A1 BAK KUT TEH ""POWDER""",20 X 12S X 35GM,PKT
AT-D,DZALMSL1KG,"ALMOND SLICED / FLAKE THIN BLANCH ""LC""",15x1kg,PKT
AT-D,SMBAYLW18KG,BAY LEAVES WHOLE,20KG / BAG,BAG
AT-D,ZZCDM500GM,CADBURY DRINKING CHOCOLATE,6 X 500GM,TIN
AT-D,CFTS4.5OZ,CASA FIESTA TACO SHELLS,12 X 4.5OZ,BOX
AT-D,ZZADD1KG,CHILL - MYEOLCHI DASHIDA - KOREAN DRIED ANCHOVY POWDER,1KG / PKT,PKT
AT-D,ZZJCPI15GM,CHILLI POWDER - TOGARASHI NANAMI,160 X 15GM,BTL
AT-D,ZZJCP300GM,CHILLI POWDER - TOGARASHI-SHICHIMI,30 X 300GM,PKT
AT-D,ZZAWN1KG,"CHINESE ALMOND - NAN XING ""sweet""",1KG / PKT,PKT
AT-D,ZZHDS500GM,"Chinese Herbs - CODONOPSIS ROOT ""DANG SHEN""",500GM / PKT,PKT
AT-D,ZZHCK500GM,"Chinese Herbs - HEMLOCK PARSLEY ROOT CHUAN GONG""""",600GM / PKT,PKT
AT-D,ZZHHS600GM,Chinese Herbs - HUAI SAN,40 x 600GM,BOX
AT-D,ZZYZ1KG,"Chinese Herbs - SOLOMONS SEAL ""YU ZHU""",1KG / PKT,PKT
AT-D,ZZCCWC1KG,COMPOUND COATING WHITE CHOCOLATE,10 X 1KG,BLK
AT-D,ZZCMF500GM,"CORDYCEPS MILITARIS ""Chong Cao Hua""",500GM / PKT,PKT
AT-D,ZZCWCD1KG,COUVERTURE DARK CHOCOLATE DROPLET 55.5%,10 x 1KG,PKT
AT-D,ZZJCF1KG,"CURRY FLAKE ""EBARA""",12 X 600GM,PKT
AT-D,ZZDGP500GM,DANG GUI POWDER,500GM / PKT,PKT
AT-D,ZZDGS1KG,DANG GUI SLICED,25 x 1KG,PKT
AT-D,ZZVP30GM,DR OETKER NONA VANILLA POWDER,12 x 40GM,BTL
AT-D,ZZDES1KG,DRIED BEANCURD STICKS,3KG / PKT,PKT
AT-D,ZZDHS1KG,DRIED HAW SLICED,1KG / PKT,PKT
AT-D,ZZDLL500GM,DRIED LOTUS LEAVES,30 X 500GM,PKT
AT-D,ZZDLS1KG,DRIED LOTUS SEED,20 x 1KG,PKT
AT-D,ZZDSP200GM,DRIED SAKURA PRAWN,200GM / PKT,PKT
AT-D,ZZFC100GM,FA CHAI,100GM /PKT,PKT
AT-D,ZZVACC150GM,FRUIT PLUS ASSORTED CHEWY CANDY,48 X 150GM,PKT
AT-D,ZZCWGR500GM,"GINSENG ROOT ""YANG SHEN XU""",500GM / PKT,PKT
AT-D,ZZGLR600GM,"GLEHNIA ROOT ""SHA SHEN""",600GM / PKT,PKT
AT-D,ZZG500GM,GLUCOSE SYRUP,500ML / BTL,BTL
AT-D,ZZHD500GM,HAI DAI - SEABELT,500GM / PKT,PKT
AT-D,ZZHLBAYL500GM,HELA BAY LEAVES,500GM / PKT,PKT
AT-D,ZZHLBPCRH1KG,HELA BLACK PEPPER MEDIUM GRIND NO.12,12 X 1KG,PKT
AT-D,ZZHLCJSP1KG,"HELA CAJUN SEASONING POWDER ""mix & marinate""",18 x 1KG,PKT
AT-D,ZZHCPP1KG,HELA CAYENNE PEPPER POWDER,1KG / PKT,PKT
AT-D,ZZHLCF1KG,HELA CHILLI FLAKES - BROKEN,10 x 1KG,PKT
AT-D,ZZHC500GM,HELA CROUTONS (OOS - ETA 18/03),4 X 500GM,PKT
AT-D,ZZHLDTL500GM,HELA DILL TIPS LEAVES - SHREDDED,10 x 500GM,PKT
AT-D,ZZHLGARP700GM,HELA GARLIC POWDER,9 x 700GM,PKT
AT-D,ZZHLGDP160GM,HELA GREEN DRIED PEPPERCORN,160GM / BTL,BTL
AT-D,ZZHL1KG,HELA LAMBSTEAK,10 x 1KG,PKT
AT-D,ZZHLMS500GM,HELA MARJORAM SHREDDED,10 X 500GM,PKT
AT-D,ZZHLMCS1KG,HELA MESQUITE CHICKEN SEASONING MIX,18 X 1KG,PKT
AT-D,ZZHLORESH500GM,HELA OREGANO SHREDDED,10 X 500GM,PKT
AT-D,ZZHLPARS500GM,HELA PARSLEY SHREDDED,10 X 500GM,PKT
AT-D,ZZHPPCD90GM,HELA PINK PEPPERCORN DRIED,10 X 90GM,BTL
AT-D,ZZHLSG1KG,HELA SAGE GROUND,1KG / PKT,PKT
AT-D,ZZHLTC500GM,HELA TARRAGON CHOPPED / SHREDDED,5 x 500GM,PKT
AT-D,ZZHW1KG,HELA WINZERSTEAK,1KG / PKT,PKT
AT-D,ZZVHCP250GM,"HERSHEY COCOA POWDER 100411975""""",12 X 8OZ,BOX
AT-D,ZZJBW1KG,JUNIPER BERRIES WHOLE,10 x 1KG,PKT
AT-D,ZZLP500GM,LICORICE POWDER,500GM / PKT,PKT
AT-D,ZZHLB500GM,"LILY BUD ""BAI HE""",500GM / PKT,PKT
AT-D,ZZAC1KG,"MENTOS CANDY ""MINT""",10 x 1KG,PKT
AT-D,ZZM1KG,MOLASSES - black sugar syrup,10 x 1KG,TIN
AT-D,ZZMDCS2LTR,MONIN DARK CHOCOLATE SAUCE,4 x 1.89LTR,BTL
AT-D,ZZOSS300GM,"OSMANTHUS / CASSIA SWEETENED SYRUP ""GUI HUA""",24 X 300GM,BTL
AT-D,ZZPG500GM,PEACH GUM,25 x 500GM,PKT
AT-D,DZPCN1KG,PECAN NUTS,10 x 1KG,PKT
AT-D,ZZJP1KG,PICKLE CUCUMBER  - PARIIKO,6 X 2KG,PKT
AT-D,ZZJGS1KG,PINK GINGER SLICED FOR SUSHI - GARI SHOGA,10 X 1KG,PKT
AT-D,ZZDPM500GM,PLANTIN PORCINI MUSHROOM,6 x 500GM,BTL
AT-D,ZZIJP25GM,REDMAN ICE JELLY POWDER - AI YU,12Pkts X 25GM,PKT
AT-D,ZZRVES1KG,REDMAN VANILLA ESSENCE,10 X 1KG,BTL
AT-D,ZZTS100GM,RETARTU Salt and Truffle,12 x 100GM,BTL
AT-D,ZZISWT100GM,SALT WITH TRUFFLE,12 x 100ML,BTL
AT-D,ZZDSF10KG,"SHU FUNGUS ""mouse ear""",1KG / PKT,PKT
AT-D,ZZSAP500GM,STAR ANISE POWDER,500GM / PKT,PKT
AT-D,ZZHNAC680GM,SWEET HOME FARM HONEY NUT W ALMOND GRANOLA (block due to supplier oos),8 X 682GM,BOX
AT-D,DZSZCPP500GM,SZECHUAN PEPPER POWDER,500GM / PKT,PKT
AT-D,ZZT3KG,"TANGERINES ""JU PING""",1KG / PKT,PKT
AT-D,ZZTCP500GM,THAI CHILLI POWDER,20 x 500GM,PKT
AT-D,ZZGLTP1KG,WHITE GINGER SLICED FOR SUSHI- GARI SHIRO,10 X 1KG,PKT
AT-D,ZZWB500GM,WOLF BERRIES,35 X 500GM,PKT
AT-D,ZZPCM545GM,YELLOW CORN MEAL,20 x 500GM,PKT
AT-D,ZZCHP500GM,YOWE /HOUSEBRAND CHILLI POWDER,25 X 500GM,PKT
AT-D,DZWAL1KG,YOWE WALNUTS MEAT WITH SKIN,11 x 1KG,PKT
AT-D,ZZHLPP1KG,ZZHLPP1KG HELA PAPRIKA POWDER,12 X1KG,PKT
BB-LA1,CNNFBDS250S,BLACK DRINKING STRAW 8MM,20 X 250'S,PKT
BB-LA1,CNNFBLS250S,FLEX BLACK DRINKING STRAW 6MM,40 X 250'S,PKT
BB-LA1,CNNFFSCNS0.5MM,FLEX DRINKING STRAW COLOUR & STRIP,72 x 250's,PKT
BB-LA2,CNNFFSCNS0.6MM,FLEX DRINKING STRAW COLOUR & STRIP,100'S / PKT,PKT
BB-LB1,ZZNFPCM40S,"PLASTIC CARRIER - M Trans 12""+6"" x 18"" SB-M-TR""",50 x 32's,PKT
BB-LB1,ZZNFPCSR40S,"PLASTIC CARRIER - S Trans - 8""+6"" x 15"" SB-SR-TRANS""",100 x 30s,PKT
BB-LB2,ZZNFPB5X8IN,"HDPE TRANSPARENT PLASTIC BAGS - 5 X 8""""",80Pkt x 250S,PKT
BB-LB2,ZZNFPB6X9IN,"HDPE TRANSPARENT PLASTIC BAGS - 6 X 9""""",60Pkt x 250s,PKT
BB-LB2,ZZNFPB8X12IN,"HDPE TRANSPARENT PLASTIC BAGS - 8"" X 12""",40Pkt x 260s,PKT
BB-LC1,ZZNFCGB36X48,"CLEAR GARBAGE BAGS 36 X 48""""",10 X 40'S,PKT
BB-LC1,ZZFT30CM,"FACE TOWEL THIN"" 30 X 30CM""",12S / PKT,PKT
BB-LC1,ZZNFTPB10X16IN,"HDPE TRANSPARENT PLASTIC BAGS - 10"" X 16""",PKT,PKT
BB-LC1,ZZNFPCL40S,"PLASTIC CARRIER - L Trans 13""+8"" x 23"" SB-BR-T""",20 x 32's,PKT
BB-LC2,ZZNFTPB12X8IN,"HDPE TRANSPARENT PLASTIC BAGS - 12"" X 18""",30Pkt x 220S,PKT
BB-LC2,ZZNFPB9X14IN,"HDPE TRANSPARENT PLASTIC BAGS - 9"" X 14""",25Pkt x 260s,PKT
BB-LC2,ZZNFPCXLR30S,"PLASTIC CARRIER - XL Red 18"" +12"" x 29""",10 X 34S,PKT
BB-LD2,ZZFCR500GM,FISH CRACKERS RAW,24 x 500GM,PKT
BB-LD2,DZDMR500GM,"YOWE DRIED MUSHROOM ""LC"" 3-4CM",6 x 500GM,PKT
BB-LD2,YWDMS500GM,YOWE DRIED MUSHROOM SLICED,6 x 500GM,PKT
BB-LD3,DZDMS3KG,DRIED MUSHROOM SLICED (IMP),5 X 3KG,BAG
BB-LE2,ZZDOP1KG,CHINESE DRIED ORANGE SKIN - CHEN PI,5 X 1KG,PKT
BB-LE2,ZZDML1KG,MINT LEAVES SHREDDED,15 x 1KG,PKT
BB-LE3,ZZBDFS1KG,BLACK DRIED FUNGUS SLICED,10 x 1KG,PKT
BB-LE3,ZZCS1KG,CHINA SEAWEED,12 X 1KG,PKT
BB-LE3,DZDMR56CM,DANZ AA6 DRIED MUSHROOM 5-6CM,4 X 3KG,BAG
BB-LE3,ZZWDFW1KG,WHITE DRIED FUNGUS WHOLE (imp),10 x 1KG,PKT
BB-LF1,DZCMS500GM,PATTU CUMIN SEED,25 x 500GM,PKT
BB-LF3,ZZDBF1KG,DRIED BLACK FUNGUS - bai bei mu er,10 X 1KG,PKT
BB-LF3,DZDBFS500GM,YOWE BLACK DRIED FUNGUS SMALL - YUN ER,500GM / PKT,PKT
BB-LF3,DZDBFS1KG,YOWE BLACK DRIED FUNGUS SMALL - YUN ER (IMP),5 x 1KG,PKT
BB-LFL,ZZNFHS5LTR,"AKARU MOISTURIZING HAND SOAP LIQUID ""GREEN TEA/ LAVENDER""",4 x 5LTR,TUB
BB-LFL,ZZHAS500GM,"ALL SPICE POWDER LC""""",500GM / PKT,PKT
BB-LFL,ZZRPB250GM,"BANH TRANG RICE PAPER - 22cm ""BLUE""",30 X 400GM,PKT
BB-LFL,ZZMS1KG,BLACK MUSTARD SEED,12 x 1KG,PKT
BB-LFL,ZZCBC1KG,COARSE BREAD CRUMBS 5mm,9x 1KG,PKT
BB-LFL,CFMYFSP2LTR,COMFORT FABRIC SOFTENER - PINK,6 X 2LTR,BTL
BB-LFL,ZZPMIP260GM,KITCHEN XPRESS MIX PICKLE,12 X 260GM,BTL
BB-LFL,MSPM40GM,"MAMASITA PALABOK oriental gravy mix""""",72 X 57GM,PKT
BB-LFL,MSTOCM75GM,MAMASITA TOCINO MIX,72 X 50GM,PKT
BB-LFL,ZZPBSP400GM,PURE BLACK SESAME POWDER,400GM/PKT,PKT
BB-LFL,ZZNFRGLPRS,RUBBER GLOVES - long (pink),PAIRS,PRS
BB-LFL,ZZTSM35GM,TACO SEASONING MIXED,24 X 30GM,BTL
BB-LFL,YWNFVPTP10S,YOWELL 100% BATHROOM TISSUE VIRGIN PLUP,12 X 10'RLS X 200'S,PKT
BB-LFL,YWNFKT6ROLL,YOWELL KITCHEN TOWEL (6 roll / pkt),4 X (6 RLS X 60'S),PKT
BB-LG2,ZZCEP500GM,CHAM DRIED CEP POWDER / PORCINI POWDER,6 x 500GM,TUB
BB-LG3,ZZCBM75GM,KITCHEN XPRESS CHICKEN BARBEQUE MASALA,6 X 10 X 75GM,PKT
BB-LG3,ZZKKM75GM,KITCHEN XPRESS KITCHEN KING MASALA,6 x 10 x 75GM,PKT
BB-LK2,ZZFBW1KG,BULGUR WHEAT COARSE / BROKEN WHEAT,1KG / PKT,PKT
BB-LL1,ZZGEP500GM,GELATINE POWDER,40 x 500GM,PKT
CC-CF1,ZZDBCW600ML,"DOUBLE BOIL COOKING WINE JIN ZHUANG""""",12 X 600ML,BTL
CC-CF1,ZZLW650ML,LYE WATER,12 X 650ML,BTL
CC-CF2,ZZKUSSGRN645ML,"HABHAL SALTY SOYA SAUCE CAP KIPAS UDANG GREEN""""",12 X 645ML,BTL
CC-LA1,ZZACC425GM,AYAM BRAND SWEET CORN CREAM STYLE,24 X 425GM,TIN
CC-LA1,AYTCIW185GM,AYAM BRAND TUNA CHUNK IN WATER,24 X 150GM,TIN
CC-LA1,ZZTNM185GM,AYAM BRAND TUNA LIGHT MAYONNAISE,24 X 160GM,TIN
CC-LA1,AYTM185GM,AYAM BRAND TUNA MAYONNAISE,24 X 160GM,TIN
CC-LA1,ZZOLTL1KG,CHINESE TEA LEAVES - OOLONG,1KG / PKT,PKT
CC-LA1,ZZILLGP9GM,iLite LEMONGRASS PANDAN SACHET,8 X 50'S X 9GM,PKT
CC-LA1,ZZILOSBS500GM,iLite ORGANIC SOY BLACK SESAME,15 X 500GM,PKT
CC-LA1,ZZSGSS1.3GM,KIKKOMAN SUSHI & SASHIMI SACHETS KSE12875-01,2000'S X 3ML,CTN
CC-LA1,SSSS1LTR,SILVERSWAN SOY SAUCE,12 X 1LTR,BTL
CC-LA1,ZZSDFJ284GM,ST DALFOUR FOUR FRUITS JAM,4 X 6S X 284GM,BTL
CC-LA1,ZZSDOJ284GM,ST DALFOUR ORANGE JAM,4 X 6S X 284GM,BTL
CC-LA1,ZZSDSJ284GM,ST DALFOUR STRAWBERRY JAM,4 X 6S X 284GM,BTL
CC-LA2,ZZNELOO750ML,NATUREL EXTRA LIGHT OLIVE OIL,12 X 750ML,BTL
CC-LA3,ZZEDCR240GM,EGO MILK & PEANUT OAT DIGESTIVE CRACKER,12 X 240GM,BOX
CC-LA3,ZZEVSDC240GM,EGO ONION & BLACK SESAME OAT DIGESTIVE CRACKER,12 X 240GM,BOX
CC-LA3,ZZFROR150GM,FARLEY'S RUSKS - ORIGINAL,6 X 150GM,PKT
CC-LA3,ZZHDR10OZ,HEINZ HOT DOG RELISH,12 X 10OZ,BTL
CC-LA3,ZZMV355ML,HEINZ MALT VINEGAR,12 X 355ML,BTL
CC-LA3,ZZILMC560GM,iLite MASALA CHAI 8L,12 X 565GM,PKT
CC-LA3,ZZILYZ9GM,iLite YUZU SACHET,8 X 50'S X 9GM,PKT
CC-LA3,ZZKKSSH18LTR,"KIKKOMAN SOY SAUCE HF ""HALAL"" KSE11527-N1 ""TIN""",18LTR / CTN,CTN
CC-LA3,ZZKKSS18LTR,KIKKOMAN SOY SAUCE pro pack (BIB) KSE12850-01,18LTR / CTN,CTN
CC-LA3,ZZKKTTS2LTR,KIKKOMAN TERIYAKI THICK SAUCE KSE35909-01,6 X 2LTR,BTL
CC-LA3,CFAUFCCS106O,"MUY FRESCO CHEDDAR CHEESE SAUCE TIN""""(OOS)",6 x 3KG,PKT
CC-LA3,ZZNCC500GM,NESTLE GOLD CEREAL CORNFLAKES,14 X 500GM,BOX
CC-LA3,ZZNTHS330GM,NESTLE HONEY STARS,18 X 300GM,BOX
CC-LA3,ZZNKK500GM,NESTLE KOKO CRUNCH ECONOPACK,12 X 500GM,BOX
CC-LA3,ZZBB50GM,TAKE ONE BABY BITES - CARROT,12 x 12's x 50GM,PKT
CC-LA4,ZZDTB100S,"DILMAH PREMIUM CEYLON TEA ""STRING & TAG""",24 X 100S X 2GM,BOX
CC-LB1,ZZACKO20S,AIK CHEONG KOPI O without sugar - ORIGINAL,24 X 20S X 10GM,PKT
CC-LB1,ZZNFBAIK570ML,"BAYGON FLYING INSECTS KILLER BLUE"" 100419503""",12 X 500ML,BTL
CC-LB1,ZZCGT25S,CHINESE GREEN TEABAGS,24 X 25'S X 2GM,BOX
