,S/N,DATE,OrderNumber,SKU,PCS,ReferenceID,Location,Alley_Number,Cellule,Coord,AlleyCell,Size
241,109,12/11/2018,3781436,445070,1,445070,A0921501,A09,21,"[26, 22.5]",A0921,"(200, 260)"
242,110,12/11/2018,3781415,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
243,244,12/11/2018,3781415,424786,1,424786,A1014403,A10,14,"[20.75, 16.5]",A1014,"(240, 180)"
244,245,12/11/2018,3781415,349660,2,349660,A0305108,A03,5,"[45.5, 10.5]",A0305,"(440, 300)"
245,245,12/11/2018,3781415,281136,1,281136,A0605403,A06,5,"[35.75, 10.5]",A0605,"(290, 140)"
246,244,12/11/2018,3781415,329372,1,329372,A1014203,A10,14,"[20.75, 16.5]",A1014,"(80, 360)"
247,244,12/11/2018,3781415,434117,1,434117,A0406301,A04,6,"[41.0, 10.5]",A0406,"(260, 60)"
248,111,12/11/2018,3781415,433414,1,433414,A0304207,A03,4,"[44.25, 9.0]",A0304,"(70, 40)"
249,112,12/11/2018,3781398,441278,1,441278,A0511104,A05,11,"[39.0, 15.0]",A0511,"(440, 60)"
250,251,12/11/2018,3781389,286879,1,286879,A0317108,A03,17,"[45.5, 19.5]",A0317,"(440, 120)"
251,251,12/11/2018,3781389,153119,1,153119,A0213301,A02,13,"[48.75, 16.5]",A0213,"(80, 20)"
252,113,12/11/2018,3781389,276870,1,276870,A0913203,A09,13,"[26, 16.5]",A0913,"(410, 100)"
253,114,12/11/2018,3781366,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
254,115,12/11/2018,3781366,352820,1,352820,A0409502,A04,9,"[42.25, 13.5]",A0409,"(180, 160)"
255,116,12/11/2018,3781359,263736,1,263736,A0406401,A04,6,"[41.0, 10.5]",A0406,"(110, 60)"
256,117,12/11/2018,3781348,358957,1,358957,A0911501,A09,11,"[26, 15.0]",A0911,"(410, 120)"
257,258,12/11/2018,3781347,313599,2,313599,A0604404,A06,4,"[34.5, 9.0]",A0604,"(270, 160)"
258,258,12/11/2018,3781347,461530,2,461530,A0411103,A04,11,"[42.25, 15.0]",A0411,"(220, 20)"
259,260,12/11/2018,3781347,267275,2,267275,A0808404,A08,8,"[28.0, 12.0]",A0808,"(330, 340)"
260,260,12/11/2018,3781347,466974,2,466974,A1107204,A11,7,"[19.5, 12.0]",A1107,"(400, 120)"
261,260,12/11/2018,3781347,403589,2,403589,A0104202,A01,4,"[50.75, 9.0]",A0104,"(210, 20)"
262,118,12/11/2018,3781347,436723,1,436723,A0410504,A04,10,"[41.0, 13.5]",A0410,"(70, 180)"
263,264,12/11/2018,3781342,263737,1,263737,A0413203,A04,13,"[42.25, 16.5]",A0413,"(260, 320)"
264,264,12/11/2018,3781342,308049,1,308049,A0912102,A09,12,"[24, 15.0]",A0912,"(120, 320)"
265,266,12/11/2018,3781342,333163,1,333163,A0208305,A02,8,"[47.5, 12.0]",A0208,"(280, 120)"
266,266,12/11/2018,3781342,337378,2,337378,A0422501,A04,22,"[41.0, 22.5]",A0422,"(140, 160)"
267,119,12/11/2018,3781342,436723,1,436723,A0410504,A04,10,"[41.0, 13.5]",A0410,"(70, 180)"
268,269,12/11/2018,3781326,361736,2,361736,A0208404,A02,8,"[47.5, 12.0]",A0208,"(140, 180)"
269,270,12/11/2018,3781326,389088,2,389088,A0309106,A03,9,"[45.5, 13.5]",A0309,"(230, 260)"
270,270,12/11/2018,3781326,295640,2,295640,A0810503,A08,10,"[28.0, 13.5]",A0810,"(150, 180)"
271,272,12/11/2018,3781326,345529,2,345529,A0322405,A03,22,"[44.25, 22.5]",A0322,"(350, 120)"
272,273,12/11/2018,3781326,453974,1,453974,A1011102,A10,11,"[22.75, 15.0]",A1011,"(250, 380)"
273,274,12/11/2018,3781326,439405,1,439405,A0403203,A04,3,"[42.25, 9.0]",A0403,"(150, 120)"
274,274,12/11/2018,3781326,280787,2,280787,A0914201,A09,14,"[24, 16.5]",A0914,"(300, 20)"
275,276,12/11/2018,3781326,406291,1,406291,A1014103,A10,14,"[20.75, 16.5]",A1014,"(240, 260)"
276,276,12/11/2018,3781326,335349,1,335349,A1002203,A10,2,"[20.75, 6.0]",A1002,"(100, 380)"
277,274,12/11/2018,3781326,354333,1,354333,A0410302,A04,10,"[41.0, 13.5]",A0410,"(430, 80)"
278,273,12/11/2018,3781326,401743,2,401743,A0412401,A04,12,"[41.0, 15.0]",A0412,"(190, 160)"
279,272,12/11/2018,3781326,347112,2,347112,A0711103,A07,11,"[32.5, 15.0]",A0711,"(160, 320)"
280,272,12/11/2018,3781326,440473,2,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
281,269,12/11/2018,3781326,299865,2,299865,A0412501,A04,12,"[41.0, 15.0]",A0412,"(240, 180)"
282,269,12/11/2018,3781326,419221,2,419221,A0508102,A05,8,"[37.75, 12.0]",A0508,"(140, 140)"
283,284,12/11/2018,3781326,341949,1,341949,A1017404,A10,17,"[22.75, 19.5]",A1017,"(160, 40)"
284,284,12/11/2018,3781326,365631,1,365631,A0722201,A07,22,"[31.25, 22.5]",A0722,"(120, 240)"
285,286,12/11/2018,3781326,397345,1,397345,A0914202,A09,14,"[24, 16.5]",A0914,"(240, 180)"
286,287,12/11/2018,3781326,413328,2,413328,A0614104,A06,14,"[34.5, 16.5]",A0614,"(340, 340)"
287,287,12/11/2018,3781326,264229,1,264229,A0107502,A01,7,"[52.0, 12.0]",A0107,"(190, 180)"
288,287,12/11/2018,3781326,337412,1,337412,A0412504,A04,12,"[41.0, 15.0]",A0412,"(160, 240)"
289,290,12/11/2018,3781326,264149,1,264149,A0911204,A09,11,"[26, 15.0]",A0911,"(330, 320)"
290,290,12/11/2018,3781326,444818,2,444818,A0514504,A05,14,"[37.75, 16.5]",A0514,"(380, 200)"
291,286,12/11/2018,3781326,247559,1,247559,A0105501,A01,5,"[52.0, 10.5]",A0105,"(290, 140)"
292,284,12/11/2018,3781326,449731,2,449731,A0918103,A09,18,"[24, 19.5]",A0918,"(400, 120)"
293,120,12/11/2018,3781326,395245,1,395245,A0708403,A07,8,"[31.25, 12.0]",A0708,"(410, 60)"
294,121,12/11/2018,3781328,295842,1,295842,A0206505,A02,6,"[47.5, 10.5]",A0206,"(70, 240)"
295,296,12/11/2018,3781318,365094,1,365094,A0210508,A02,10,"[47.5, 13.5]",A0210,"(230, 20)"
296,296,12/11/2018,3781318,404887,1,404887,A0308404,A03,8,"[44.25, 12.0]",A0308,"(90, 20)"
297,122,12/11/2018,3781318,263737,1,263737,A0413203,A04,13,"[42.25, 16.5]",A0413,"(260, 320)"
298,299,12/11/2018,3781316,295637,2,295637,A0810404,A08,10,"[28.0, 13.5]",A0810,"(130, 140)"
299,299,12/11/2018,3781316,299853,1,299853,A0610202,A06,10,"[34.5, 13.5]",A0610,"(290, 360)"
300,299,12/11/2018,3781316,444796,2,444796,A0612501,A06,12,"[34.5, 15.0]",A0612,"(410, 240)"
301,302,12/11/2018,3781316,458550,2,458550,A0916103,A09,16,"[24, 18.0]",A0916,"(210, 120)"
302,302,12/11/2018,3781316,409931,1,409931,A0406104,A04,6,"[41.0, 10.5]",A0406,"(350, 40)"
303,123,12/11/2018,3781316,388058,1,388058,A0804501,A08,4,"[28.0, 9.0]",A0804,"(430, 160)"
304,124,12/11/2018,3781314,392320,1,392320,A0308307,A03,8,"[44.25, 12.0]",A0308,"(210, 380)"
305,125,12/11/2018,3781285,412682,1,412682,A0805103,A08,5,"[29.25, 10.5]",A0805,"(110, 160)"
306,126,12/11/2018,3781284,366664,1,366664,A0514201,A05,14,"[37.75, 16.5]",A0514,"(140, 280)"
307,127,12/11/2018,3781279,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
308,309,12/11/2018,3781279,388051,1,388051,A0901201,A09,1,"[26, 6.0]",A0901,"(190, 60)"
309,309,12/11/2018,3781279,458225,1,458225,A0408401,A04,8,"[41.0, 12.0]",A0408,"(330, 140)"
310,309,12/11/2018,3781279,354638,2,354638,A0921101,A09,21,"[26, 22.5]",A0921,"(280, 260)"
311,128,12/11/2018,3781279,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
312,313,12/11/2018,3781276,330709,2,330709,A0322208,A03,22,"[44.25, 22.5]",A0322,"(310, 20)"
313,313,12/11/2018,3781276,331622,2,331622,A1003501,A10,3,"[22.75, 9.0]",A1003,"(70, 380)"
314,129,12/11/2018,3781276,370816,1,370816,A0910404,A09,10,"[24, 13.5]",A0910,"(270, 280)"
315,130,12/11/2018,3781276,370817,1,370817,A0910502,A09,10,"[24, 13.5]",A0910,"(290, 380)"
316,131,12/11/2018,3781266,404936,1,404936,A0620303,A06,20,"[34.5, 21.0]",A0620,"(140, 140)"
317,318,12/11/2018,3781264,423129,1,423129,A1012104,A10,12,"[20.75, 15.0]",A1012,"(270, 60)"
318,318,12/11/2018,3781264,348791,1,348791,A0902203,A09,2,"[24, 6.0]",A0902,"(220, 220)"
319,320,12/11/2018,3781264,460778,1,460778,A0716103,A07,16,"[31.25, 18.0]",A0716,"(280, 120)"
320,321,12/11/2018,3781264,266826,2,266826,A0514303,A05,14,"[37.75, 16.5]",A0514,"(220, 260)"
321,321,12/11/2018,3781264,405351,1,405351,A0220408,A02,20,"[47.5, 21.0]",A0220,"(350, 120)"
322,321,12/11/2018,3781264,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
323,320,12/11/2018,3781264,330871,1,330871,A1002404,A10,2,"[20.75, 6.0]",A1002,"(70, 200)"
324,132,12/11/2018,3781264,340496,1,340496,A0905202,A09,5,"[26, 10.5]",A0905,"(410, 300)"
325,133,12/11/2018,3781264,375959,1,375959,A0909202,A09,9,"[26, 13.5]",A0909,"(90, 240)"
326,134,12/11/2018,3781261,461527,1,461527,A0313306,A03,13,"[45.5, 16.5]",A0313,"(70, 260)"
327,135,12/11/2018,3781252,408365,1,408365,A0103304,A01,3,"[52.0, 9.0]",A0103,"(190, 260)"
328,136,12/11/2018,3781252,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
329,137,12/11/2018,3781249,458574,1,458574,A0715401,A07,15,"[32.5, 18.0]",A0715,"(160, 360)"
330,138,12/11/2018,3781250,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
331,139,12/11/2018,3781233,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022,"(410, 360)"
332,333,12/11/2018,3781233,398060,2,398060,A0514101,A05,14,"[37.75, 16.5]",A0514,"(410, 80)"
333,333,12/11/2018,3781233,308055,2,308055,A0922404,A09,22,"[24, 22.5]",A0922,"(390, 60)"
334,140,12/11/2018,3781233,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
335,141,12/11/2018,3781233,440474,1,440474,A1008301,A10,8,"[20.75, 12.0]",A1008,"(330, 200)"
336,337,12/11/2018,3781232,441095,2,441095,A1007204,A10,7,"[22.75, 12.0]",A1007,"(420, 120)"
337,337,12/11/2018,3781232,354638,2,354638,A0921101,A09,21,"[26, 22.5]",A0921,"(280, 260)"
338,339,12/11/2018,3781232,422249,1,422249,A1115201,A11,15,"[19.5, 18.0]",A1115,"(100, 140)"
339,339,12/11/2018,3781232,450077,2,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
340,339,12/11/2018,3781232,349660,1,349660,A0305108,A03,5,"[45.5, 10.5]",A0305,"(440, 300)"
341,342,12/11/2018,3781232,431977,2,431977,A0203302,A02,3,"[48.75, 9.0]",A0203,"(250, 60)"
342,342,12/11/2018,3781232,403589,2,403589,A0104202,A01,4,"[50.75, 9.0]",A0104,"(210, 20)"
343,342,12/11/2018,3781232,345529,2,345529,A0322405,A03,22,"[44.25, 22.5]",A0322,"(350, 120)"
344,337,12/11/2018,3781232,315314,2,315314,A0305102,A03,5,"[45.5, 10.5]",A0305,"(50, 60)"
345,142,12/11/2018,3781232,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
346,347,12/11/2018,3781229,397501,1,397501,A1001301,A10,1,"[22.75, 6.0]",A1001,"(230, 240)"
347,347,12/11/2018,3781229,309462,2,309462,A1107203,A11,7,"[19.5, 12.0]",A1107,"(240, 20)"
348,347,12/11/2018,3781229,432234,2,432234,A0407103,A04,7,"[42.25, 12.0]",A0407,"(70, 160)"
349,143,12/11/2018,3781229,259768,1,259768,A0911102,A09,11,"[26, 15.0]",A0911,"(120, 200)"
350,144,12/11/2018,3781228,449731,1,449731,A0918103,A09,18,"[24, 19.5]",A0918,"(400, 120)"
351,352,12/11/2018,3781226,220051,2,220051,A0103504,A01,3,"[52.0, 9.0]",A0103,"(70, 200)"
352,352,12/11/2018,3781226,206888,1,206888,A0403503,A04,3,"[42.25, 9.0]",A0403,"(400, 40)"
353,145,12/11/2018,3781226,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
354,146,12/11/2018,3781227,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
355,356,12/11/2018,3781224,426516,1,426516,A0304302,A03,4,"[44.25, 9.0]",A0304,"(360, 300)"
356,356,12/11/2018,3781224,452659,2,452659,A0908204,A09,8,"[24, 12.0]",A0908,"(210, 300)"
357,147,12/11/2018,3781224,335931,1,335931,A0919102,A09,19,"[26, 21.0]",A0919,"(210, 360)"
358,148,12/11/2018,3781225,295792,1,295792,A0412403,A04,12,"[41.0, 15.0]",A0412,"(240, 180)"
359,149,12/11/2018,3781223,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
360,150,12/11/2018,3781223,440470,1,440470,A1007403,A10,7,"[22.75, 12.0]",A1007,"(390, 60)"
361,362,12/11/2018,3781223,352738,2,352738,A0306506,A03,6,"[44.25, 10.5]",A0306,"(230, 100)"
362,362,12/11/2018,3781223,253483,1,253483,A0720304,A07,20,"[31.25, 21.0]",A0720,"(290, 140)"
363,362,12/11/2018,3781223,440456,2,440456,A0513101,A05,13,"[39.0, 16.5]",A0513,"(50, 200)"
364,151,12/11/2018,3781223,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
365,152,12/11/2018,3781222,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008,"(140, 360)"
366,153,12/11/2018,3781222,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
367,154,12/11/2018,3781222,440474,1,440474,A1008301,A10,8,"[20.75, 12.0]",A1008,"(330, 200)"
368,155,12/11/2018,3781206,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320,"(150, 340)"
369,156,12/11/2018,3781203,388041,1,388041,A0804403,A08,4,"[28.0, 9.0]",A0804,"(90, 160)"
370,157,12/11/2018,3781196,267283,1,267283,A0809104,A08,9,"[29.25, 13.5]",A0809,"(390, 380)"
371,158,12/11/2018,3781196,311355,1,311355,A0814101,A08,14,"[28.0, 16.5]",A0814,"(410, 320)"
372,159,12/11/2018,3781197,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
373,374,12/11/2018,3781197,452501,1,452501,A0717301,A07,17,"[32.5, 19.5]",A0717,"(240, 80)"
374,374,12/11/2018,3781197,423113,1,423113,A1009102,A10,9,"[22.75, 13.5]",A1009,"(370, 280)"
375,160,12/11/2018,3781197,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
376,161,12/11/2018,3781177,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
377,162,12/11/2018,3781163,353863,1,353863,A0711303,A07,11,"[32.5, 15.0]",A0711,"(270, 200)"
378,379,12/11/2018,3781161,337151,2,337151,A0206406,A02,6,"[47.5, 10.5]",A0206,"(380, 180)"
379,380,12/11/2018,3781161,267275,1,267275,A0808404,A08,8,"[28.0, 12.0]",A0808,"(330, 340)"
380,380,12/11/2018,3781161,276871,1,276871,A0913204,A09,13,"[26, 16.5]",A0913,"(70, 160)"
381,380,12/11/2018,3781161,153119,1,153119,A0213301,A02,13,"[48.75, 16.5]",A0213,"(80, 20)"
382,379,12/11/2018,3781161,437987,2,437987,A0507101,A05,7,"[39.0, 12.0]",A0507,"(50, 200)"
383,379,12/11/2018,3781161,366681,1,366681,A0104402,A01,4,"[50.75, 9.0]",A0104,"(400, 280)"
384,385,12/11/2018,3781161,370811,1,370811,A0904402,A09,4,"[24, 9.0]",A0904,"(190, 220)"
385,385,12/11/2018,3781161,391525,1,391525,A1005102,A10,5,"[22.75, 10.5]",A1005,"(430, 360)"
386,385,12/11/2018,3781161,406558,1,406558,A0416303,A04,16,"[41.0, 18.0]",A0416,"(80, 180)"
387,388,12/11/2018,3781161,398666,2,398666,A0214202,A02,14,"[47.5, 16.5]",A0214,"(50, 140)"
388,388,12/11/2018,3781161,438916,2,438916,A0316503,A03,16,"[44.25, 18.0]",A0316,"(260, 240)"
389,388,12/11/2018,3781161,220051,2,220051,A0103504,A01,3,"[52.0, 9.0]",A0103,"(70, 200)"
390,163,12/11/2018,3781161,366684,1,366684,A0109101,A01,9,"[52.0, 13.5]",A0109,"(180, 300)"
391,164,12/11/2018,3781151,388051,1,388051,A0901201,A09,1,"[26, 6.0]",A0901,"(190, 60)"
392,393,12/11/2018,3781138,335931,2,335931,A0919102,A09,19,"[26, 21.0]",A0919,"(210, 360)"
393,393,12/11/2018,3781138,266074,2,266074,A0322106,A03,22,"[44.25, 22.5]",A0322,"(410, 360)"
394,165,12/11/2018,3781138,367593,1,367593,A0701204,A07,1,"[32.5, 6.0]",A0701,"(230, 120)"
395,166,12/11/2018,3781137,423129,1,423129,A1012104,A10,12,"[20.75, 15.0]",A1012,"(270, 60)"
396,167,12/11/2018,3781127,348816,1,348816,A0908303,A09,8,"[24, 12.0]",A0908,"(220, 140)"
397,398,12/11/2018,3781128,388041,1,388041,A0804403,A08,4,"[28.0, 9.0]",A0804,"(90, 160)"
398,399,12/11/2018,3781128,431977,1,431977,A0203302,A02,3,"[48.75, 9.0]",A0203,"(250, 60)"
399,399,12/11/2018,3781128,435623,1,435623,A0715104,A07,15,"[32.5, 18.0]",A0715,"(330, 220)"
400,399,12/11/2018,3781128,365631,2,365631,A0722201,A07,22,"[31.25, 22.5]",A0722,"(120, 240)"
401,398,12/11/2018,3781128,404769,2,404769,A0516104,A05,16,"[37.75, 18.0]",A0516,"(290, 180)"
402,403,12/11/2018,3781128,403382,1,403382,A0202202,A02,2,"[47.5, 6.0]",A0202,"(260, 100)"
403,403,12/11/2018,3781128,419604,2,419604,A0219101,A02,19,"[48.75, 21.0]",A0219,"(60, 120)"
404,403,12/11/2018,3781128,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
405,398,12/11/2018,3781128,399060,1,399060,A0407201,A04,7,"[42.25, 12.0]",A0407,"(260, 380)"
406,168,12/11/2018,3781128,335932,1,335932,A1006101,A10,6,"[20.75, 10.5]",A1006,"(240, 140)"
407,408,12/3/2018,3756186,278956,2,278956,A0913501,A09,13,"[26, 16.5]",A0913,"(180, 280)"
408,408,12/3/2018,3756186,263410,1,263410,A0204301,A02,4,"[47.5, 9.0]",A0204,"(340, 180)"
409,408,12/3/2018,3756186,422250,1,422250,A1109202,A11,9,"[19.5, 13.5]",A1109,"(210, 360)"
410,169,12/3/2018,3756186,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
411,170,12/3/2018,3755674,395246,1,395246,A0707504,A07,7,"[32.5, 12.0]",A0707,"(320, 380)"
412,171,12/3/2018,3755671,395245,1,395245,A0708403,A07,8,"[31.25, 12.0]",A0708,"(410, 60)"
413,172,12/3/2018,3755612,348940,1,348940,A0411203,A04,11,"[42.25, 15.0]",A0411,"(100, 180)"
414,415,12/3/2018,3755610,458561,1,458561,A1001203,A10,1,"[22.75, 6.0]",A1001,"(100, 380)"
415,415,12/3/2018,3755610,425968,2,425968,A0304506,A03,4,"[44.25, 9.0]",A0304,"(270, 140)"
416,173,12/3/2018,3755610,335346,1,335346,A1011303,A10,11,"[22.75, 15.0]",A1011,"(430, 300)"
417,174,12/3/2018,3755572,452659,1,452659,A0908204,A09,8,"[24, 12.0]",A0908,"(210, 300)"
418,419,12/3/2018,3755561,450077,2,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
419,419,12/3/2018,3755561,412061,2,412061,A0702301,A07,2,"[31.25, 6.0]",A0702,"(370, 60)"
420,175,12/3/2018,3755561,434125,1,434125,A0912502,A09,12,"[24, 15.0]",A0912,"(90, 200)"
421,176,12/3/2018,3755548,335346,1,335346,A1011303,A10,11,"[22.75, 15.0]",A1011,"(430, 300)"
422,177,12/3/2018,3755539,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
423,178,12/3/2018,3755497,450078,1,450078,A0904104,A09,4,"[24, 9.0]",A0904,"(140, 180)"
424,179,12/3/2018,3755477,370756,1,370756,A1021303,A10,21,"[22.75, 22.5]",A1021,"(90, 160)"
425,426,12/3/2018,3755477,454369,2,454369,A0608204,A06,8,"[34.5, 12.0]",A0608,"(360, 120)"
426,426,12/3/2018,3755477,345522,1,345522,A0321302,A03,21,"[45.5, 22.5]",A0321,"(440, 80)"
427,180,12/3/2018,3755477,370757,1,370757,A1002403,A10,2,"[20.75, 6.0]",A1002,"(440, 320)"
428,181,12/3/2018,3755477,397537,2,397537,A0802504,A08,2,"[28.0, 6.0]",A0802,"(420, 220)"
429,430,12/3/2018,3755477,331626,1,331626,A1019303,A10,19,"[22.75, 21.0]",A1019,"(210, 340)"
430,430,12/3/2018,3755477,363289,1,363289,A0206204,A02,6,"[47.5, 10.5]",A0206,"(430, 200)"
431,432,12/3/2018,3755477,360983,2,360983,A0206201,A02,6,"[47.5, 10.5]",A0206,"(220, 360)"
432,433,12/3/2018,3755477,344082,2,344082,A0203404,A02,3,"[48.75, 9.0]",A0203,"(250, 60)"
433,433,12/3/2018,3755477,358844,2,358844,A0614504,A06,14,"[34.5, 16.5]",A0614,"(140, 180)"
434,433,12/3/2018,3755477,281137,2,281137,A0605404,A06,5,"[35.75, 10.5]",A0605,"(70, 360)"
435,436,12/3/2018,3755477,444805,2,444805,A0321502,A03,21,"[45.5, 22.5]",A0321,"(440, 200)"
436,436,12/3/2018,3755477,445009,2,445009,A0621402,A06,21,"[35.75, 22.5]",A0621,"(270, 340)"
437,436,12/3/2018,3755477,412344,1,412344,A0506502,A05,6,"[37.75, 10.5]",A0506,"(280, 180)"
438,432,12/3/2018,3755477,436455,1,436455,A0216107,A02,16,"[47.5, 18.0]",A0216,"(350, 240)"
439,182,12/3/2018,3755477,441092,1,441092,A1006402,A10,6,"[20.75, 10.5]",A1006,"(220, 260)"
440,183,12/3/2018,3755460,351391,1,351391,A0812503,A08,12,"[28.0, 15.0]",A0812,"(280, 140)"
441,184,12/3/2018,3755460,439405,1,439405,A0403203,A04,3,"[42.25, 9.0]",A0403,"(150, 120)"
442,185,12/3/2018,3755366,290522,1,290522,A0412103,A04,12,"[41.0, 15.0]",A0412,"(50, 80)"
443,186,12/3/2018,3755339,366681,1,366681,A0104402,A01,4,"[50.75, 9.0]",A0104,"(400, 280)"
444,445,12/3/2018,3755347,414308,2,414308,A1113304,A11,13,"[19.5, 16.5]",A1113,"(390, 20)"
445,445,12/3/2018,3755347,425500,1,425500,A0222105,A02,22,"[47.5, 22.5]",A0222,"(230, 300)"
446,447,12/3/2018,3755347,256379,2,256379,A0910403,A09,10,"[24, 13.5]",A0910,"(380, 320)"
447,447,12/3/2018,3755347,402179,2,402179,A0619403,A06,19,"[35.75, 21.0]",A0619,"(390, 40)"
448,445,12/3/2018,3755347,280789,2,280789,A0914203,A09,14,"[24, 16.5]",A0914,"(290, 120)"
449,187,12/3/2018,3755347,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
450,188,12/3/2018,3755252,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
451,189,12/3/2018,3755235,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320,"(150, 340)"
452,190,12/3/2018,3755230,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
453,191,12/3/2018,3755231,452652,1,452652,A0406302,A04,6,"[41.0, 10.5]",A0406,"(110, 280)"
454,192,12/3/2018,3755222,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
455,193,12/3/2018,3755145,370815,1,370815,A0910204,A09,10,"[24, 13.5]",A0910,"(260, 180)"
456,194,12/3/2018,3755100,372093,1,372093,A1001201,A10,1,"[22.75, 6.0]",A1001,"(340, 300)"
457,458,12/3/2018,3755094,388051,1,388051,A0901201,A09,1,"[26, 6.0]",A0901,"(190, 60)"
458,458,12/3/2018,3755094,325564,1,325564,A0414403,A04,14,"[41.0, 16.5]",A0414,"(330, 100)"
459,195,12/3/2018,3755094,348791,1,348791,A0902203,A09,2,"[24, 6.0]",A0902,"(220, 220)"
460,196,12/3/2018,3755094,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
461,462,12/3/2018,3755086,403629,2,403629,A0603301,A06,3,"[35.75, 9.0]",A0603,"(180, 220)"
462,463,12/3/2018,3755086,223437,1,223437,A0717103,A07,17,"[32.5, 19.5]",A0717,"(50, 140)"
463,463,12/3/2018,3755086,82067,1,82067,A0715504,A07,15,"[32.5, 18.0]",A0715,"(60, 120)"
464,462,12/3/2018,3755086,409467,2,409467,A0108104,A01,8,"[50.75, 12.0]",A0108,"(350, 120)"
465,466,12/3/2018,3755086,278955,2,278955,A0904202,A09,4,"[24, 9.0]",A0904,"(280, 20)"
466,466,12/3/2018,3755086,460127,2,460127,A0412102,A04,12,"[41.0, 15.0]",A0412,"(330, 340)"
467,197,12/3/2018,3755086,340788,1,340788,A0814502,A08,14,"[28.0, 16.5]",A0814,"(360, 300)"
468,198,12/3/2018,3755066,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320,"(150, 340)"
469,199,12/3/2018,3755031,422250,1,422250,A1109202,A11,9,"[19.5, 13.5]",A1109,"(210, 360)"
470,471,12/3/2018,3754998,370784,2,370784,A1014504,A10,14,"[20.75, 16.5]",A1014,"(60, 320)"
471,472,12/3/2018,3754998,391520,1,391520,A0905303,A09,5,"[26, 10.5]",A0905,"(270, 180)"
472,472,12/3/2018,3754998,263956,2,263956,A0206501,A02,6,"[47.5, 10.5]",A0206,"(380, 360)"
473,471,12/3/2018,3754998,387091,1,387091,A0609201,A06,9,"[35.75, 13.5]",A0609,"(440, 80)"
474,471,12/3/2018,3754998,152047,2,152047,A0520504,A05,20,"[37.75, 21.0]",A0520,"(390, 20)"
475,476,12/3/2018,3754998,362101,2,362101,A0608504,A06,8,"[34.5, 12.0]",A0608,"(410, 200)"
476,476,12/3/2018,3754998,352738,2,352738,A0306506,A03,6,"[44.25, 10.5]",A0306,"(230, 100)"
477,478,12/3/2018,3754998,448507,2,448507,A0311504,A03,11,"[45.5, 15.0]",A0311,"(410, 120)"
478,478,12/3/2018,3754998,433414,2,433414,A0304207,A03,4,"[44.25, 9.0]",A0304,"(70, 40)"
479,200,12/3/2018,3754998,408363,1,408363,A0207102,A02,7,"[48.75, 12.0]",A0207,"(50, 280)"
480,201,12/3/2018,3754996,419221,1,419221,A0508102,A05,8,"[37.75, 12.0]",A0508,"(140, 140)"
481,202,12/3/2018,3754996,454584,1,454584,A0619404,A06,19,"[35.75, 21.0]",A0619,"(250, 120)"
