,S/N,DATE,OrderNumber,SKU,PCS,ReferenceID,Location,Alley_Number,Cellule,Coord,AlleyCell,Size
0,0,12/11/2018,3780678,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1,2,12/11/2018,3780650,363821,1,363821,A1108502,A11,8,"[15.25, 12.0]",A1108,"(250, 180)"
2,2,12/11/2018,3780650,324356,1,324356,A0210405,A02,10,"[47.5, 13.5]",A0210,"(160, 180)"
3,1,12/11/2018,3780650,340308,1,340308,A0721204,A07,21,"[32.5, 22.5]",A0721,"(350, 200)"
4,5,12/11/2018,3780649,404162,1,404162,A0915401,A09,15,"[26, 18.0]",A0915,"(240, 380)"
5,6,12/11/2018,3780649,444299,2,444299,A0518104,A05,18,"[37.75, 19.5]",A0518,"(100, 300)"
6,6,12/11/2018,3780649,370814,1,370814,A0910103,A09,10,"[24, 13.5]",A0910,"(430, 120)"
7,6,12/11/2018,3780649,348801,2,348801,A0904103,A09,4,"[24, 9.0]",A0904,"(370, 280)"
8,5,12/11/2018,3780649,276871,1,276871,A0913204,A09,13,"[26, 16.5]",A0913,"(70, 160)"
9,2,12/11/2018,3780649,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
10,3,12/11/2018,3780645,442025,1,442025,A0706401,A07,6,"[31.25, 10.5]",A0706,"(210, 260)"
11,4,12/11/2018,3780638,436455,1,436455,A0216107,A02,16,"[47.5, 18.0]",A0216,"(350, 240)"
12,13,12/11/2018,3780641,353043,1,353043,A0912203,A09,12,"[24, 15.0]",A0912,"(150, 40)"
13,13,12/11/2018,3780641,426513,2,426513,A0408203,A04,8,"[41.0, 12.0]",A0408,"(230, 100)"
14,13,12/11/2018,3780641,387162,1,387162,A0704502,A07,4,"[31.25, 9.0]",A0704,"(130, 360)"
15,5,12/11/2018,3780641,403849,1,403849,A0308201,A03,8,"[44.25, 12.0]",A0308,"(260, 360)"
16,6,12/11/2018,3780633,439405,1,439405,A0403203,A04,3,"[42.25, 9.0]",A0403,"(150, 120)"
17,18,12/11/2018,3780621,433414,2,433414,A0304207,A03,4,"[44.25, 9.0]",A0304,"(70, 40)"
18,18,12/11/2018,3780621,260229,1,260229,A0920303,A09,20,"[24, 21.0]",A0920,"(90, 280)"
19,18,12/11/2018,3780621,77784,2,77784,A0201101,A02,1,"[48.75, 6.0]",A0201,"(230, 380)"
20,7,12/11/2018,3780621,419207,2,419207,A0503203,A05,3,"[39.0, 9.0]",A0503,"(170, 160)"
21,8,12/11/2018,3780621,447663,1,447663,A1020501,A10,20,"[20.75, 21.0]",A1020,"(100, 140)"
22,9,12/11/2018,3780618,364507,1,364507,A0306503,A03,6,"[44.25, 10.5]",A0306,"(50, 180)"
23,24,12/11/2018,3780596,82067,2,82067,A0715504,A07,15,"[32.5, 18.0]",A0715,"(60, 120)"
24,24,12/11/2018,3780596,263728,1,263728,A0414401,A04,14,"[41.0, 16.5]",A0414,"(140, 100)"
25,24,12/11/2018,3780596,408234,1,408234,A0319501,A03,19,"[45.5, 21.0]",A0319,"(150, 280)"
26,27,12/11/2018,3780596,401556,1,401556,A0316404,A03,16,"[44.25, 18.0]",A0316,"(240, 360)"
27,28,12/11/2018,3780596,397351,1,397351,A0918302,A09,18,"[24, 19.5]",A0918,"(310, 360)"
28,28,12/11/2018,3780596,367542,2,367542,A1016201,A10,16,"[20.75, 18.0]",A1016,"(400, 360)"
29,28,12/11/2018,3780596,267270,2,267270,A0808303,A08,8,"[28.0, 12.0]",A0808,"(90, 180)"
30,27,12/11/2018,3780596,308581,2,308581,A0816404,A08,16,"[28.0, 18.0]",A0816,"(260, 80)"
31,10,12/11/2018,3780596,254222,1,254222,A0719102,A07,19,"[32.5, 21.0]",A0719,"(290, 120)"
32,33,12/11/2018,3780592,332780,1,332780,A0420204,A04,20,"[41.0, 21.0]",A0420,"(390, 320)"
33,34,12/11/2018,3780592,292714,2,292714,A0410402,A04,10,"[41.0, 13.5]",A0410,"(240, 200)"
34,34,12/11/2018,3780592,340306,1,340306,A0721304,A07,21,"[32.5, 22.5]",A0721,"(80, 340)"
35,34,12/11/2018,3780592,191910,1,191910,A0908402,A09,8,"[24, 12.0]",A0908,"(230, 100)"
36,33,12/11/2018,3780592,445009,1,445009,A0621402,A06,21,"[35.75, 22.5]",A0621,"(270, 340)"
37,11,12/11/2018,3780592,351051,1,351051,A0714203,A07,14,"[31.25, 16.5]",A0714,"(420, 120)"
38,12,12/11/2018,3780592,351052,1,351052,A0714301,A07,14,"[31.25, 16.5]",A0714,"(340, 200)"
39,13,12/11/2018,3780588,442946,1,442946,A0309308,A03,9,"[45.5, 13.5]",A0309,"(150, 340)"
40,14,12/11/2018,3780589,326280,1,326280,A0608404,A06,8,"[34.5, 12.0]",A0608,"(170, 380)"
41,15,12/11/2018,3780574,380521,1,380521,A0322308,A03,22,"[44.25, 22.5]",A0322,"(400, 300)"
42,16,12/11/2018,3780574,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
43,44,12/11/2018,3780556,421920,2,421920,A0109302,A01,9,"[52.0, 13.5]",A0109,"(150, 340)"
44,44,12/11/2018,3780556,326739,1,326739,A0705402,A07,5,"[32.5, 10.5]",A0705,"(120, 180)"
45,46,12/11/2018,3780556,292954,1,292954,A0416201,A04,16,"[41.0, 18.0]",A0416,"(370, 80)"
46,46,12/11/2018,3780556,267280,2,267280,A0809101,A08,9,"[29.25, 13.5]",A0809,"(90, 340)"
47,46,12/11/2018,3780556,360537,2,360537,A0110101,A01,10,"[50.75, 13.5]",A0110,"(390, 360)"
48,44,12/11/2018,3780556,458569,1,458569,A0714304,A07,14,"[31.25, 16.5]",A0714,"(380, 220)"
49,17,12/11/2018,3780556,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
50,18,12/11/2018,3780559,287410,1,287410,A0609202,A06,9,"[35.75, 13.5]",A0609,"(360, 200)"
51,19,12/11/2018,3780559,440531,1,440531,A1011103,A10,11,"[22.75, 15.0]",A1011,"(380, 380)"
52,20,12/11/2018,3780559,458569,1,458569,A0714304,A07,14,"[31.25, 16.5]",A0714,"(380, 220)"
53,54,12/11/2018,3780555,397509,2,397509,A1015201,A10,15,"[22.75, 18.0]",A1015,"(320, 160)"
54,55,12/11/2018,3780555,343143,1,343143,A1113202,A11,13,"[19.5, 16.5]",A1113,"(220, 320)"
55,55,12/11/2018,3780555,461527,2,461527,A0313306,A03,13,"[45.5, 16.5]",A0313,"(70, 260)"
56,57,12/11/2018,3780555,446844,2,446844,A0218507,A02,18,"[47.5, 19.5]",A0218,"(370, 240)"
57,57,12/11/2018,3780555,341952,1,341952,A1019104,A10,19,"[22.75, 21.0]",A1019,"(300, 120)"
58,57,12/11/2018,3780555,263927,2,263927,A0210103,A02,10,"[47.5, 13.5]",A0210,"(120, 260)"
59,60,12/11/2018,3780555,263956,2,263956,A0206501,A02,6,"[47.5, 10.5]",A0206,"(380, 360)"
60,60,12/11/2018,3780555,421048,2,421048,A0312307,A03,12,"[44.25, 15.0]",A0312,"(70, 60)"
61,54,12/11/2018,3780555,345644,1,345644,A0213502,A02,13,"[48.75, 16.5]",A0213,"(350, 300)"
62,63,12/11/2018,3780555,349675,1,349675,A1101304,A11,1,"[19.5, 6.0]",A1101,"(290, 340)"
63,63,12/11/2018,3780555,335345,2,335345,A1007502,A10,7,"[22.75, 12.0]",A1007,"(270, 120)"
64,21,12/11/2018,3780555,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
65,22,12/11/2018,3780555,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
66,23,12/11/2018,3780553,344980,1,344980,A0410303,A04,10,"[41.0, 13.5]",A0410,"(230, 320)"
67,24,12/11/2018,3780530,253464,1,253464,A0507401,A05,7,"[39.0, 12.0]",A0507,"(120, 100)"
68,25,12/11/2018,3780514,427203,1,427203,A0306304,A03,6,"[44.25, 10.5]",A0306,"(320, 220)"
69,26,12/11/2018,3780514,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
70,71,12/11/2018,3780504,452648,1,452648,A0905404,A09,5,"[26, 10.5]",A0905,"(380, 360)"
71,71,12/11/2018,3780504,427602,1,427602,A1002201,A10,2,"[20.75, 6.0]",A1002,"(180, 220)"
72,27,12/11/2018,3780504,427755,2,427755,A0202206,A02,2,"[47.5, 6.0]",A0202,"(240, 220)"
73,28,12/11/2018,3780505,263737,1,263737,A0413203,A04,13,"[42.25, 16.5]",A0413,"(260, 320)"
74,29,12/11/2018,3780503,371960,1,371960,A0310504,A03,10,"[44.25, 13.5]",A0310,"(190, 120)"
75,30,12/11/2018,3780497,437987,1,437987,A0507101,A05,7,"[39.0, 12.0]",A0507,"(50, 200)"
76,31,12/11/2018,3780497,442479,1,442479,A1117201,A11,17,"[19.5, 19.5]",A1117,"(170, 220)"
77,32,12/11/2018,3780497,448369,1,448369,A0714404,A07,14,"[31.25, 16.5]",A0714,"(80, 240)"
78,79,12/11/2018,3780497,348802,2,348802,A0907304,A09,7,"[26, 12.0]",A0907,"(80, 220)"
79,79,12/11/2018,3780497,432240,2,432240,A0418301,A04,18,"[41.0, 19.5]",A0418,"(350, 80)"
80,33,12/11/2018,3780497,453963,2,453963,A1120101,A11,20,"[15.25, 21.0]",A1120,"(370, 280)"
81,34,12/11/2018,3780481,336641,1,336641,A0302402,A03,2,"[44.25, 6.0]",A0302,"(180, 140)"
82,35,12/11/2018,3780481,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
83,84,12/11/2018,3780482,395246,1,395246,A0707504,A07,7,"[32.5, 12.0]",A0707,"(320, 380)"
84,84,12/11/2018,3780482,363290,1,363290,A0206403,A02,6,"[47.5, 10.5]",A0206,"(270, 360)"
85,36,12/11/2018,3780482,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
86,37,12/11/2018,3780482,464707,1,464707,A0321403,A03,21,"[45.5, 22.5]",A0321,"(290, 320)"
87,38,12/11/2018,3780450,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
88,39,12/11/2018,3780450,442946,1,442946,A0309308,A03,9,"[45.5, 13.5]",A0309,"(150, 340)"
89,40,12/11/2018,3780423,423094,1,423094,A0919502,A09,19,"[26, 21.0]",A0919,"(330, 300)"
90,41,12/11/2018,3780175,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
91,42,12/11/2018,3780173,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
92,43,12/11/2018,3780173,441483,1,441483,A0320505,A03,20,"[44.25, 21.0]",A0320,"(290, 40)"
93,44,12/11/2018,3780138,179875,1,179875,A0322103,A03,22,"[44.25, 22.5]",A0322,"(350, 140)"
94,95,12/11/2018,3780138,457090,2,457090,A0520403,A05,20,"[37.75, 21.0]",A0520,"(90, 220)"
95,95,12/11/2018,3780138,434117,2,434117,A0406301,A04,6,"[41.0, 10.5]",A0406,"(260, 60)"
96,45,12/11/2018,3780138,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
97,46,12/11/2018,3780125,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
98,47,12/11/2018,3780122,412344,1,412344,A0506502,A05,6,"[37.75, 10.5]",A0506,"(280, 180)"
99,48,12/11/2018,3780122,460231,1,460231,A0919103,A09,19,"[26, 21.0]",A0919,"(340, 140)"
100,49,12/11/2018,3780114,438415,1,438415,A0512402,A05,12,"[37.75, 15.0]",A0512,"(440, 240)"
101,102,12/11/2018,3780084,299903,2,299903,A0311105,A03,11,"[45.5, 15.0]",A0311,"(320, 160)"
102,102,12/11/2018,3780084,206223,1,206223,A0901103,A09,1,"[26, 6.0]",A0901,"(130, 360)"
103,50,12/11/2018,3780084,452623,1,452623,A0621204,A06,21,"[35.75, 22.5]",A0621,"(50, 360)"
104,105,12/11/2018,3780087,365951,1,365951,A1111103,A11,11,"[19.5, 15.0]",A1111,"(210, 120)"
105,106,12/11/2018,3780087,370815,2,370815,A0910204,A09,10,"[24, 13.5]",A0910,"(260, 180)"
106,106,12/11/2018,3780087,311341,1,311341,A0618202,A06,18,"[34.5, 19.5]",A0618,"(150, 220)"
107,106,12/11/2018,3780087,366685,1,366685,A0104504,A01,4,"[50.75, 9.0]",A0104,"(180, 360)"
108,105,12/11/2018,3780087,294281,2,294281,A0401203,A04,1,"[42.25, 6.0]",A0401,"(350, 240)"
109,110,12/11/2018,3780087,324452,1,324452,A0315101,A03,15,"[45.5, 18.0]",A0315,"(240, 260)"
110,111,12/11/2018,3780087,442947,1,442947,A0321101,A03,21,"[45.5, 22.5]",A0321,"(200, 240)"
111,111,12/11/2018,3780087,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008,"(140, 360)"
112,111,12/11/2018,3780087,426095,1,426095,A0315308,A03,15,"[45.5, 18.0]",A0315,"(100, 80)"
113,110,12/11/2018,3780087,401702,2,401702,A0406402,A04,6,"[41.0, 10.5]",A0406,"(110, 140)"
114,110,12/11/2018,3780087,329409,2,329409,A0721303,A07,21,"[32.5, 22.5]",A0721,"(320, 240)"
115,116,12/11/2018,3780087,274212,2,274212,A0715302,A07,15,"[32.5, 18.0]",A0715,"(240, 180)"
116,117,12/11/2018,3780087,440736,2,440736,A1013401,A10,13,"[22.75, 16.5]",A1013,"(320, 380)"
117,117,12/11/2018,3780087,221756,1,221756,A0101402,A01,1,"[52.0, 6.0]",A0101,"(350, 80)"
118,117,12/11/2018,3780087,441485,2,441485,A0609102,A06,9,"[35.75, 13.5]",A0609,"(280, 380)"
119,120,12/11/2018,3780087,318275,2,318275,A0908403,A09,8,"[24, 12.0]",A0908,"(300, 320)"
120,120,12/11/2018,3780087,358958,1,358958,A0915101,A09,15,"[26, 18.0]",A0915,"(280, 80)"
121,120,12/11/2018,3780087,459891,1,459891,A0916202,A09,16,"[24, 18.0]",A0916,"(390, 320)"
122,123,12/11/2018,3780087,397371,1,397371,A0816201,A08,16,"[28.0, 18.0]",A0816,"(400, 20)"
123,124,12/11/2018,3780087,441278,1,441278,A0511104,A05,11,"[39.0, 15.0]",A0511,"(440, 60)"
124,124,12/11/2018,3780087,388105,1,388105,A0222508,A02,22,"[47.5, 22.5]",A0222,"(190, 100)"
125,124,12/11/2018,3780087,237659,1,237659,A1010204,A10,10,"[20.75, 13.5]",A1010,"(250, 300)"
126,127,12/11/2018,3780087,326739,2,326739,A0705402,A07,5,"[32.5, 10.5]",A0705,"(120, 180)"
127,127,12/11/2018,3780087,344984,1,344984,A0204406,A02,4,"[47.5, 9.0]",A0204,"(420, 240)"
128,123,12/11/2018,3780087,263731,1,263731,A0412203,A04,12,"[41.0, 15.0]",A0412,"(250, 180)"
129,116,12/11/2018,3780087,426095,1,426095,A0315308,A03,15,"[45.5, 18.0]",A0315,"(100, 80)"
130,131,12/11/2018,3780087,452810,1,452810,A1013201,A10,13,"[22.75, 16.5]",A1013,"(100, 160)"
131,132,12/11/2018,3780087,294335,1,294335,A0708103,A07,8,"[31.25, 12.0]",A0708,"(140, 260)"
132,132,12/11/2018,3780087,413792,1,413792,A0503402,A05,3,"[39.0, 9.0]",A0503,"(220, 80)"
133,131,12/11/2018,3780087,446478,2,446478,A0508101,A05,8,"[37.75, 12.0]",A0508,"(410, 300)"
134,135,12/11/2018,3780087,432234,2,432234,A0407103,A04,7,"[42.25, 12.0]",A0407,"(70, 160)"
135,135,12/11/2018,3780087,332943,2,332943,A1013503,A10,13,"[22.75, 16.5]",A1013,"(280, 320)"
136,131,12/11/2018,3780087,370787,2,370787,A0905501,A09,5,"[26, 10.5]",A0905,"(70, 140)"
137,116,12/11/2018,3780087,362503,2,362503,A0710204,A07,10,"[31.25, 13.5]",A0710,"(50, 40)"
138,139,12/11/2018,3780087,363287,1,363287,A0202407,A02,2,"[47.5, 6.0]",A0202,"(240, 260)"
139,139,12/11/2018,3780087,387495,2,387495,A0510203,A05,10,"[37.75, 13.5]",A0510,"(140, 40)"
140,51,12/11/2018,3780087,374648,1,374648,A0317501,A03,17,"[45.5, 19.5]",A0317,"(190, 320)"
141,52,12/11/2018,3780080,285652,1,285652,A0314404,A03,14,"[44.25, 16.5]",A0314,"(80, 280)"
142,143,12/11/2018,3780080,404884,2,404884,A0308402,A03,8,"[44.25, 12.0]",A0308,"(140, 160)"
143,144,12/11/2018,3780080,350800,1,350800,A0613204,A06,13,"[35.75, 16.5]",A0613,"(430, 160)"
144,144,12/11/2018,3780080,331613,1,331613,A0901504,A09,1,"[26, 6.0]",A0901,"(110, 340)"
145,144,12/11/2018,3780080,102259,2,102259,A0322403,A03,22,"[44.25, 22.5]",A0322,"(370, 240)"
146,143,12/11/2018,3780080,354760,2,354760,A0903102,A09,3,"[26, 9.0]",A0903,"(140, 220)"
147,53,12/11/2018,3780080,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
148,54,12/11/2018,3780069,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
149,55,12/11/2018,3780069,402695,1,402695,A0314408,A03,14,"[44.25, 16.5]",A0314,"(330, 20)"
150,56,12/11/2018,3780060,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
151,57,12/11/2018,3780007,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
152,58,12/11/2018,3779985,351117,1,351117,A0719502,A07,19,"[32.5, 21.0]",A0719,"(340, 80)"
153,59,12/11/2018,3779972,442439,1,442439,A0711102,A07,11,"[32.5, 15.0]",A0711,"(200, 160)"
154,60,12/11/2018,3779923,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
155,156,12/11/2018,3779923,361736,2,361736,A0208404,A02,8,"[47.5, 12.0]",A0208,"(140, 180)"
156,156,12/11/2018,3779923,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
157,61,12/11/2018,3779923,452873,1,452873,A0520304,A05,20,"[37.75, 21.0]",A0520,"(110, 280)"
158,62,12/11/2018,3779930,419208,1,419208,A0503301,A05,3,"[39.0, 9.0]",A0503,"(300, 20)"
159,63,12/11/2018,3779887,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
160,64,12/11/2018,3781799,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
161,65,12/11/2018,3781789,335727,1,335727,A0202108,A02,2,"[47.5, 6.0]",A0202,"(160, 20)"
162,66,12/11/2018,3781784,411107,1,411107,A0614103,A06,14,"[34.5, 16.5]",A0614,"(170, 40)"
163,67,12/11/2018,3781780,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
164,68,12/11/2018,3781778,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
165,69,12/11/2018,3781765,366659,2,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
166,70,12/11/2018,3781765,466406,2,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
167,71,12/11/2018,3781763,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
168,72,12/11/2018,3781737,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
169,170,12/11/2018,3781730,458637,1,458637,A1012203,A10,12,"[20.75, 15.0]",A1012,"(380, 80)"
170,170,12/11/2018,3781730,425587,2,425587,A0305504,A03,5,"[45.5, 10.5]",A0305,"(410, 280)"
171,172,12/11/2018,3781730,361691,2,361691,A0820103,A08,20,"[28.0, 21.0]",A0820,"(190, 40)"
172,173,12/11/2018,3781730,263413,1,263413,A0204402,A02,4,"[47.5, 9.0]",A0204,"(180, 280)"
173,173,12/11/2018,3781730,331628,2,331628,A1020402,A10,20,"[20.75, 21.0]",A1020,"(380, 300)"
174,173,12/11/2018,3781730,318273,2,318273,A0904102,A09,4,"[24, 9.0]",A0904,"(120, 320)"
175,172,12/11/2018,3781730,399610,2,399610,A1011202,A10,11,"[22.75, 15.0]",A1011,"(210, 100)"
176,177,12/11/2018,3781730,397296,1,397296,A0420202,A04,20,"[41.0, 21.0]",A0420,"(290, 260)"
177,177,12/11/2018,3781730,367591,2,367591,A0704101,A07,4,"[31.25, 9.0]",A0704,"(90, 100)"
178,179,12/11/2018,3781730,452761,1,452761,A0304101,A03,4,"[44.25, 9.0]",A0304,"(400, 160)"
179,179,12/11/2018,3781730,264150,1,264150,A0911301,A09,11,"[26, 15.0]",A0911,"(100, 20)"
180,172,12/11/2018,3781730,433414,2,433414,A0304207,A03,4,"[44.25, 9.0]",A0304,"(70, 40)"
181,73,12/11/2018,3781730,288155,1,288155,A0612503,A06,12,"[34.5, 15.0]",A0612,"(420, 260)"
182,183,12/11/2018,3781730,276871,2,276871,A0913204,A09,13,"[26, 16.5]",A0913,"(70, 160)"
183,183,12/11/2018,3781730,401702,1,401702,A0406402,A04,6,"[41.0, 10.5]",A0406,"(110, 140)"
184,74,12/11/2018,3781730,362503,1,362503,A0710204,A07,10,"[31.25, 13.5]",A0710,"(50, 40)"
185,75,12/11/2018,3781730,401415,1,401415,A0612101,A06,12,"[34.5, 15.0]",A0612,"(80, 260)"
186,76,12/11/2018,3781730,401416,1,401416,A0612104,A06,12,"[34.5, 15.0]",A0612,"(420, 160)"
187,77,12/11/2018,3781722,263928,1,263928,A0416404,A04,16,"[41.0, 18.0]",A0416,"(100, 280)"
188,78,12/11/2018,3781708,202889,1,202889,A0914502,A09,14,"[24, 16.5]",A0914,"(420, 60)"
189,79,12/11/2018,3781698,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
190,80,12/11/2018,3781699,450075,1,450075,A0916101,A09,16,"[24, 18.0]",A0916,"(330, 200)"
191,192,12/11/2018,3781691,391007,1,391007,A0311407,A03,11,"[45.5, 15.0]",A0311,"(150, 320)"
192,193,12/11/2018,3781691,135079,2,135079,A0614404,A06,14,"[34.5, 16.5]",A0614,"(130, 260)"
193,194,12/11/2018,3781691,387270,1,387270,A0904304,A09,4,"[24, 9.0]",A0904,"(100, 60)"
194,194,12/11/2018,3781691,439928,1,439928,A1007203,A10,7,"[22.75, 12.0]",A1007,"(130, 60)"
195,194,12/11/2018,3781691,267291,1,267291,A0809304,A08,9,"[29.25, 13.5]",A0809,"(270, 140)"
196,193,12/11/2018,3781691,307785,2,307785,A0220203,A02,20,"[47.5, 21.0]",A0220,"(180, 140)"
197,193,12/11/2018,3781691,370756,1,370756,A1021303,A10,21,"[22.75, 22.5]",A1021,"(90, 160)"
198,199,12/11/2018,3781691,370816,2,370816,A0910404,A09,10,"[24, 13.5]",A0910,"(270, 280)"
199,199,12/11/2018,3781691,389080,2,389080,A0312506,A03,12,"[44.25, 15.0]",A0312,"(440, 260)"
200,199,12/11/2018,3781691,81961,1,81961,A0201503,A02,1,"[48.75, 6.0]",A0201,"(90, 60)"
201,192,12/11/2018,3781691,280053,2,280053,A0715204,A07,15,"[32.5, 18.0]",A0715,"(100, 240)"
202,192,12/11/2018,3781691,349688,1,349688,A1005304,A10,5,"[22.75, 10.5]",A1005,"(410, 20)"
203,81,12/11/2018,3781691,432234,1,432234,A0407103,A04,7,"[42.25, 12.0]",A0407,"(70, 160)"
204,82,12/11/2018,3781687,424786,1,424786,A1014403,A10,14,"[20.75, 16.5]",A1014,"(240, 180)"
205,83,12/11/2018,3781682,253469,1,253469,A0604504,A06,4,"[34.5, 9.0]",A0604,"(230, 60)"
206,84,12/11/2018,3781680,389088,1,389088,A0309106,A03,9,"[45.5, 13.5]",A0309,"(230, 260)"
207,208,12/11/2018,3781681,276553,2,276553,A0411502,A04,11,"[42.25, 15.0]",A0411,"(210, 340)"
208,209,12/11/2018,3781681,348813,1,348813,A0907404,A09,7,"[26, 12.0]",A0907,"(90, 280)"
209,209,12/11/2018,3781681,235225,2,235225,A0505302,A05,5,"[39.0, 10.5]",A0505,"(80, 220)"
210,208,12/11/2018,3781681,452876,2,452876,A0713501,A07,13,"[32.5, 16.5]",A0713,"(80, 320)"
211,85,12/11/2018,3781681,449731,1,449731,A0918103,A09,18,"[24, 19.5]",A0918,"(400, 120)"
212,86,12/11/2018,3781669,389080,1,389080,A0312506,A03,12,"[44.25, 15.0]",A0312,"(440, 260)"
213,87,12/11/2018,3781657,264149,1,264149,A0911204,A09,11,"[26, 15.0]",A0911,"(330, 320)"
214,88,12/11/2018,3781560,349867,1,349867,A0719104,A07,19,"[32.5, 21.0]",A0719,"(100, 300)"
215,89,12/11/2018,3781548,369973,1,369973,A0606502,A06,6,"[34.5, 10.5]",A0606,"(330, 60)"
216,90,12/11/2018,3781521,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
217,218,12/11/2018,3781521,330702,2,330702,A1109402,A11,9,"[19.5, 13.5]",A1109,"(100, 380)"
218,219,12/11/2018,3781521,281102,1,281102,A0602101,A06,2,"[34.5, 6.0]",A0602,"(50, 180)"
219,219,12/11/2018,3781521,388041,2,388041,A0804403,A08,4,"[28.0, 9.0]",A0804,"(90, 160)"
220,221,12/11/2018,3781521,422250,1,422250,A1109202,A11,9,"[19.5, 13.5]",A1109,"(210, 360)"
221,222,12/11/2018,3781521,401752,1,401752,A0418504,A04,18,"[41.0, 19.5]",A0418,"(200, 360)"
222,222,12/11/2018,3781521,436721,1,436721,A0410103,A04,10,"[41.0, 13.5]",A0410,"(240, 260)"
223,221,12/11/2018,3781521,459918,2,459918,A1107304,A11,7,"[19.5, 12.0]",A1107,"(200, 240)"
224,225,12/11/2018,3781521,403963,2,403963,A0305302,A03,5,"[45.5, 10.5]",A0305,"(330, 140)"
225,225,12/11/2018,3781521,311661,2,311661,A1005303,A10,5,"[22.75, 10.5]",A1005,"(350, 260)"
226,225,12/11/2018,3781521,335350,2,335350,A1017501,A10,17,"[22.75, 19.5]",A1017,"(310, 40)"
227,219,12/11/2018,3781521,366685,2,366685,A0104504,A01,4,"[50.75, 9.0]",A0104,"(180, 360)"
228,218,12/11/2018,3781521,326280,1,326280,A0608404,A06,8,"[34.5, 12.0]",A0608,"(170, 380)"
229,91,12/11/2018,3781521,450078,1,450078,A0904104,A09,4,"[24, 9.0]",A0904,"(140, 180)"
230,92,12/11/2018,3781521,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
231,93,12/11/2018,3781517,340100,1,340100,A0610401,A06,10,"[34.5, 13.5]",A0610,"(240, 80)"
232,94,12/11/2018,3781517,459891,1,459891,A0916202,A09,16,"[24, 18.0]",A0916,"(390, 320)"
233,95,12/11/2018,3781517,459892,1,459892,A0917401,A09,17,"[26, 19.5]",A0917,"(110, 280)"
234,96,12/11/2018,3781517,459893,1,459893,A0919504,A09,19,"[26, 21.0]",A0919,"(130, 320)"
235,97,12/11/2018,3781509,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
236,98,12/11/2018,3781499,370781,1,370781,A1008402,A10,8,"[20.75, 12.0]",A1008,"(300, 280)"
237,99,12/11/2018,3781490,461527,1,461527,A0313306,A03,13,"[45.5, 16.5]",A0313,"(70, 260)"
238,100,12/11/2018,3781488,454369,2,454369,A0608204,A06,8,"[34.5, 12.0]",A0608,"(360, 120)"
239,101,12/11/2018,3781477,263736,1,263736,A0406401,A04,6,"[41.0, 10.5]",A0406,"(110, 60)"
240,102,12/11/2018,3781475,403848,1,403848,A0308106,A03,8,"[44.25, 12.0]",A0308,"(220, 200)"
