,S/N,DATE,OrderNumber,SKU,PCS,ReferenceID,Location,Alley_Number,Cellule,Coord,AlleyCell,Size
241,242,12/11/2018,3781474,245427,2,245427,A0603203,A06,3,"[35.75, 9.0]",A0603,"(80, 360)"
242,242,12/11/2018,3781474,444817,1,444817,A0514203,A05,14,"[37.75, 16.5]",A0514,"(50, 100)"
243,103,12/11/2018,3781474,244579,2,244579,A0701104,A07,1,"[32.5, 6.0]",A0701,"(90, 260)"
244,104,12/11/2018,3781472,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
245,105,12/11/2018,3781471,308519,1,308519,A0520203,A05,20,"[37.75, 21.0]",A0520,"(220, 160)"
246,106,12/11/2018,3781455,387290,1,387290,A0203502,A02,3,"[48.75, 9.0]",A0203,"(150, 300)"
247,107,12/11/2018,3781438,450075,1,450075,A0916101,A09,16,"[24, 18.0]",A0916,"(330, 200)"
248,108,12/11/2018,3781435,349865,1,349865,A0719103,A07,19,"[32.5, 21.0]",A0719,"(60, 300)"
249,109,12/11/2018,3781436,445070,1,445070,A0921501,A09,21,"[26, 22.5]",A0921,"(200, 260)"
250,110,12/11/2018,3781415,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
251,111,12/11/2018,3781415,433414,1,433414,A0304207,A03,4,"[44.25, 9.0]",A0304,"(70, 40)"
252,112,12/11/2018,3781398,441278,1,441278,A0511104,A05,11,"[39.0, 15.0]",A0511,"(440, 60)"
253,113,12/11/2018,3781389,276870,1,276870,A0913203,A09,13,"[26, 16.5]",A0913,"(410, 100)"
254,255,12/11/2018,3781366,360030,2,360030,A0309508,A03,9,"[45.5, 13.5]",A0309,"(330, 300)"
255,256,12/11/2018,3781366,387495,2,387495,A0510203,A05,10,"[37.75, 13.5]",A0510,"(140, 40)"
256,257,12/11/2018,3781366,438604,1,438604,A1107202,A11,7,"[19.5, 12.0]",A1107,"(190, 260)"
257,258,12/11/2018,3781366,458573,1,458573,A0716201,A07,16,"[31.25, 18.0]",A0716,"(250, 180)"
258,259,12/11/2018,3781366,397371,1,397371,A0816201,A08,16,"[28.0, 18.0]",A0816,"(400, 20)"
259,260,12/11/2018,3781366,339815,2,339815,A1013501,A10,13,"[22.75, 16.5]",A1013,"(180, 200)"
260,260,12/11/2018,3781366,102198,1,102198,A0306403,A03,6,"[44.25, 10.5]",A0306,"(130, 100)"
261,260,12/11/2018,3781366,267291,1,267291,A0809304,A08,9,"[29.25, 13.5]",A0809,"(270, 140)"
262,259,12/11/2018,3781366,263732,1,263732,A0311302,A03,11,"[45.5, 15.0]",A0311,"(160, 60)"
263,264,12/11/2018,3781366,434117,2,434117,A0406301,A04,6,"[41.0, 10.5]",A0406,"(260, 60)"
264,265,12/11/2018,3781366,427643,2,427643,A0110304,A01,10,"[50.75, 13.5]",A0110,"(390, 220)"
265,266,12/11/2018,3781366,348798,2,348798,A0907202,A09,7,"[26, 12.0]",A0907,"(170, 200)"
266,266,12/11/2018,3781366,335952,2,335952,A1011301,A10,11,"[22.75, 15.0]",A1011,"(120, 180)"
267,265,12/11/2018,3781366,366659,2,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
268,264,12/11/2018,3781366,388098,1,388098,A0502401,A05,2,"[37.75, 6.0]",A0502,"(150, 380)"
269,264,12/11/2018,3781366,465619,1,465619,A1006304,A10,6,"[20.75, 10.5]",A1006,"(60, 180)"
270,259,12/11/2018,3781366,337428,2,337428,A0420404,A04,20,"[41.0, 21.0]",A0420,"(370, 260)"
271,258,12/11/2018,3781366,287389,2,287389,A0608104,A06,8,"[34.5, 12.0]",A0608,"(390, 280)"
272,258,12/11/2018,3781366,351051,1,351051,A0714203,A07,14,"[31.25, 16.5]",A0714,"(420, 120)"
273,257,12/11/2018,3781366,425498,2,425498,A0220403,A02,20,"[47.5, 21.0]",A0220,"(340, 300)"
274,275,12/11/2018,3781366,362501,1,362501,A0708304,A07,8,"[31.25, 12.0]",A0708,"(70, 160)"
275,275,12/11/2018,3781366,387348,1,387348,A0310108,A03,10,"[44.25, 13.5]",A0310,"(370, 360)"
276,275,12/11/2018,3781366,349660,1,349660,A0305108,A03,5,"[45.5, 10.5]",A0305,"(440, 300)"
277,256,12/11/2018,3781366,403848,2,403848,A0308106,A03,8,"[44.25, 12.0]",A0308,"(220, 200)"
278,255,12/11/2018,3781366,206888,2,206888,A0403503,A04,3,"[42.25, 9.0]",A0403,"(400, 40)"
279,114,12/11/2018,3781366,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
280,115,12/11/2018,3781366,352820,1,352820,A0409502,A04,9,"[42.25, 13.5]",A0409,"(180, 160)"
281,116,12/11/2018,3781359,263736,1,263736,A0406401,A04,6,"[41.0, 10.5]",A0406,"(110, 60)"
282,117,12/11/2018,3781348,358957,1,358957,A0911501,A09,11,"[26, 15.0]",A0911,"(410, 120)"
283,118,12/11/2018,3781347,436723,1,436723,A0410504,A04,10,"[41.0, 13.5]",A0410,"(70, 180)"
284,119,12/11/2018,3781342,436723,1,436723,A0410504,A04,10,"[41.0, 13.5]",A0410,"(70, 180)"
285,120,12/11/2018,3781326,395245,1,395245,A0708403,A07,8,"[31.25, 12.0]",A0708,"(410, 60)"
286,121,12/11/2018,3781328,295842,1,295842,A0206505,A02,6,"[47.5, 10.5]",A0206,"(70, 240)"
287,288,12/11/2018,3781318,419208,2,419208,A0503301,A05,3,"[39.0, 9.0]",A0503,"(300, 20)"
288,289,12/11/2018,3781318,440473,2,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
289,289,12/11/2018,3781318,341951,1,341951,A1019101,A10,19,"[22.75, 21.0]",A1019,"(180, 280)"
290,289,12/11/2018,3781318,332943,2,332943,A1013503,A10,13,"[22.75, 16.5]",A1013,"(280, 320)"
291,288,12/11/2018,3781318,436722,2,436722,A0410202,A04,10,"[41.0, 13.5]",A0410,"(220, 60)"
292,288,12/11/2018,3781318,397296,1,397296,A0420202,A04,20,"[41.0, 21.0]",A0420,"(290, 260)"
293,122,12/11/2018,3781318,263737,1,263737,A0413203,A04,13,"[42.25, 16.5]",A0413,"(260, 320)"
294,123,12/11/2018,3781316,388058,1,388058,A0804501,A08,4,"[28.0, 9.0]",A0804,"(430, 160)"
295,296,12/11/2018,3781314,366617,2,366617,A0915201,A09,15,"[26, 18.0]",A0915,"(250, 180)"
296,296,12/11/2018,3781314,419219,1,419219,A0506401,A05,6,"[37.75, 10.5]",A0506,"(390, 340)"
297,296,12/11/2018,3781314,366681,1,366681,A0104402,A01,4,"[50.75, 9.0]",A0104,"(400, 280)"
298,124,12/11/2018,3781314,392320,1,392320,A0308307,A03,8,"[44.25, 12.0]",A0308,"(210, 380)"
299,300,12/11/2018,3781285,446478,1,446478,A0508101,A05,8,"[37.75, 12.0]",A0508,"(410, 300)"
300,300,12/11/2018,3781285,337144,1,337144,A0206208,A02,6,"[47.5, 10.5]",A0206,"(210, 320)"
301,125,12/11/2018,3781285,412682,1,412682,A0805103,A08,5,"[29.25, 10.5]",A0805,"(110, 160)"
302,126,12/11/2018,3781284,366664,1,366664,A0514201,A05,14,"[37.75, 16.5]",A0514,"(140, 280)"
303,304,12/11/2018,3781279,102179,1,102179,A0305303,A03,5,"[45.5, 10.5]",A0305,"(140, 240)"
304,304,12/11/2018,3781279,344737,2,344737,A0505203,A05,5,"[39.0, 10.5]",A0505,"(440, 180)"
305,304,12/11/2018,3781279,431861,1,431861,A0701202,A07,1,"[32.5, 6.0]",A0701,"(150, 20)"
306,307,12/11/2018,3781279,387612,1,387612,A1111302,A11,11,"[19.5, 15.0]",A1111,"(360, 380)"
307,307,12/11/2018,3781279,254222,1,254222,A0719102,A07,19,"[32.5, 21.0]",A0719,"(290, 120)"
308,127,12/11/2018,3781279,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
309,128,12/11/2018,3781279,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
310,129,12/11/2018,3781276,370816,1,370816,A0910404,A09,10,"[24, 13.5]",A0910,"(270, 280)"
311,130,12/11/2018,3781276,370817,1,370817,A0910502,A09,10,"[24, 13.5]",A0910,"(290, 380)"
312,131,12/11/2018,3781266,404936,1,404936,A0620303,A06,20,"[34.5, 21.0]",A0620,"(140, 140)"
313,132,12/11/2018,3781264,340496,1,340496,A0905202,A09,5,"[26, 10.5]",A0905,"(410, 300)"
314,315,12/11/2018,3781264,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
315,315,12/11/2018,3781264,360972,2,360972,A0206101,A02,6,"[47.5, 10.5]",A0206,"(90, 360)"
316,317,12/11/2018,3781264,350550,2,350550,A0903201,A09,3,"[26, 9.0]",A0903,"(400, 40)"
317,317,12/11/2018,3781264,431861,2,431861,A0701202,A07,1,"[32.5, 6.0]",A0701,"(150, 20)"
318,319,12/11/2018,3781264,263732,1,263732,A0311302,A03,11,"[45.5, 15.0]",A0311,"(160, 60)"
319,319,12/11/2018,3781264,404163,1,404163,A0902403,A09,2,"[24, 6.0]",A0902,"(140, 20)"
320,321,12/11/2018,3781264,445129,2,445129,A0312408,A03,12,"[44.25, 15.0]",A0312,"(130, 320)"
321,321,12/11/2018,3781264,263410,2,263410,A0204301,A02,4,"[47.5, 9.0]",A0204,"(340, 180)"
322,321,12/11/2018,3781264,300234,1,300234,A0606203,A06,6,"[34.5, 10.5]",A0606,"(400, 80)"
323,319,12/11/2018,3781264,427206,1,427206,A0308406,A03,8,"[44.25, 12.0]",A0308,"(320, 20)"
324,325,12/11/2018,3781264,466405,1,466405,A1007503,A10,7,"[22.75, 12.0]",A1007,"(300, 280)"
325,326,12/11/2018,3781264,446739,1,446739,A1010202,A10,10,"[20.75, 13.5]",A1010,"(250, 160)"
326,326,12/11/2018,3781264,336264,2,336264,A0207301,A02,7,"[48.75, 12.0]",A0207,"(330, 20)"
327,326,12/11/2018,3781264,363749,1,363749,A0111503,A01,11,"[52.0, 15.0]",A0111,"(150, 300)"
328,325,12/11/2018,3781264,371176,2,371176,A0418302,A04,18,"[41.0, 19.5]",A0418,"(260, 120)"
329,330,12/11/2018,3781264,401554,2,401554,A0316401,A03,16,"[44.25, 18.0]",A0316,"(80, 40)"
330,330,12/11/2018,3781264,452648,2,452648,A0905404,A09,5,"[26, 10.5]",A0905,"(380, 360)"
331,330,12/11/2018,3781264,426515,1,426515,A0306407,A03,6,"[44.25, 10.5]",A0306,"(180, 340)"
332,315,12/11/2018,3781264,372432,2,372432,A0306507,A03,6,"[44.25, 10.5]",A0306,"(300, 180)"
333,133,12/11/2018,3781264,375959,1,375959,A0909202,A09,9,"[26, 13.5]",A0909,"(90, 240)"
334,134,12/11/2018,3781261,461527,1,461527,A0313306,A03,13,"[45.5, 16.5]",A0313,"(70, 260)"
335,135,12/11/2018,3781252,408365,1,408365,A0103304,A01,3,"[52.0, 9.0]",A0103,"(190, 260)"
336,136,12/11/2018,3781252,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
337,338,12/11/2018,3781249,267280,1,267280,A0809101,A08,9,"[29.25, 13.5]",A0809,"(90, 340)"
338,338,12/11/2018,3781249,371112,1,371112,A0315304,A03,15,"[45.5, 18.0]",A0315,"(140, 300)"
339,137,12/11/2018,3781249,458574,1,458574,A0715401,A07,15,"[32.5, 18.0]",A0715,"(160, 360)"
340,138,12/11/2018,3781250,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
341,139,12/11/2018,3781233,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022,"(410, 360)"
342,343,12/11/2018,3781233,287388,1,287388,A0605504,A06,5,"[35.75, 10.5]",A0605,"(280, 120)"
343,343,12/11/2018,3781233,370756,1,370756,A1021303,A10,21,"[22.75, 22.5]",A1021,"(90, 160)"
344,345,12/11/2018,3781233,426513,1,426513,A0408203,A04,8,"[41.0, 12.0]",A0408,"(230, 100)"
345,345,12/11/2018,3781233,191908,2,191908,A0907102,A09,7,"[26, 12.0]",A0907,"(210, 280)"
346,347,12/11/2018,3781233,363489,1,363489,A0220306,A02,20,"[47.5, 21.0]",A0220,"(130, 320)"
347,347,12/11/2018,3781233,444805,1,444805,A0321502,A03,21,"[45.5, 22.5]",A0321,"(440, 200)"
348,347,12/11/2018,3781233,406455,2,406455,A0822102,A08,22,"[28.0, 22.5]",A0822,"(300, 60)"
349,140,12/11/2018,3781233,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
350,141,12/11/2018,3781233,440474,1,440474,A1008301,A10,8,"[20.75, 12.0]",A1008,"(330, 200)"
351,352,12/11/2018,3781232,386351,1,386351,A0305306,A03,5,"[45.5, 10.5]",A0305,"(140, 380)"
352,352,12/11/2018,3781232,281102,1,281102,A0602101,A06,2,"[34.5, 6.0]",A0602,"(50, 180)"
353,142,12/11/2018,3781232,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
354,143,12/11/2018,3781229,259768,1,259768,A0911102,A09,11,"[26, 15.0]",A0911,"(120, 200)"
355,144,12/11/2018,3781228,449731,1,449731,A0918103,A09,18,"[24, 19.5]",A0918,"(400, 120)"
356,145,12/11/2018,3781226,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
357,146,12/11/2018,3781227,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
358,147,12/11/2018,3781224,335931,1,335931,A0919102,A09,19,"[26, 21.0]",A0919,"(210, 360)"
359,148,12/11/2018,3781225,295792,1,295792,A0412403,A04,12,"[41.0, 15.0]",A0412,"(240, 180)"
360,149,12/11/2018,3781223,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
361,150,12/11/2018,3781223,440470,1,440470,A1007403,A10,7,"[22.75, 12.0]",A1007,"(390, 60)"
362,151,12/11/2018,3781223,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
363,152,12/11/2018,3781222,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008,"(140, 360)"
364,153,12/11/2018,3781222,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
365,154,12/11/2018,3781222,440474,1,440474,A1008301,A10,8,"[20.75, 12.0]",A1008,"(330, 200)"
366,367,12/11/2018,3781206,426706,1,426706,A0513402,A05,13,"[39.0, 16.5]",A0513,"(70, 200)"
367,368,12/11/2018,3781206,280057,2,280057,A0717403,A07,17,"[32.5, 19.5]",A0717,"(280, 80)"
368,369,12/11/2018,3781206,462114,2,462114,A1012304,A10,12,"[20.75, 15.0]",A1012,"(280, 380)"
369,369,12/11/2018,3781206,335351,2,335351,A1017504,A10,17,"[22.75, 19.5]",A1017,"(280, 100)"
370,368,12/11/2018,3781206,419218,1,419218,A0506301,A05,6,"[37.75, 10.5]",A0506,"(260, 120)"
371,368,12/11/2018,3781206,439407,2,439407,A0318301,A03,18,"[44.25, 19.5]",A0318,"(80, 180)"
372,373,12/11/2018,3781206,329409,2,329409,A0721303,A07,21,"[32.5, 22.5]",A0721,"(320, 240)"
373,373,12/11/2018,3781206,329372,1,329372,A1014203,A10,14,"[20.75, 16.5]",A1014,"(80, 360)"
374,373,12/11/2018,3781206,311668,2,311668,A0916402,A09,16,"[24, 18.0]",A0916,"(180, 60)"
375,367,12/11/2018,3781206,299851,2,299851,A0610104,A06,10,"[34.5, 13.5]",A0610,"(200, 220)"
376,155,12/11/2018,3781206,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320,"(150, 340)"
377,378,12/11/2018,3781203,267275,2,267275,A0808404,A08,8,"[28.0, 12.0]",A0808,"(330, 340)"
378,378,12/11/2018,3781203,135079,2,135079,A0614404,A06,14,"[34.5, 16.5]",A0614,"(130, 260)"
379,156,12/11/2018,3781203,388041,1,388041,A0804403,A08,4,"[28.0, 9.0]",A0804,"(90, 160)"
380,157,12/11/2018,3781196,267283,1,267283,A0809104,A08,9,"[29.25, 13.5]",A0809,"(390, 380)"
381,382,12/11/2018,3781196,281136,2,281136,A0605403,A06,5,"[35.75, 10.5]",A0605,"(290, 140)"
382,382,12/11/2018,3781196,434108,1,434108,A0405303,A04,5,"[42.25, 10.5]",A0405,"(190, 80)"
383,158,12/11/2018,3781196,311355,1,311355,A0814101,A08,14,"[28.0, 16.5]",A0814,"(410, 320)"
384,159,12/11/2018,3781197,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
385,160,12/11/2018,3781197,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
386,161,12/11/2018,3781177,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
387,162,12/11/2018,3781163,353863,1,353863,A0711303,A07,11,"[32.5, 15.0]",A0711,"(270, 200)"
388,163,12/11/2018,3781161,366684,1,366684,A0109101,A01,9,"[52.0, 13.5]",A0109,"(180, 300)"
389,164,12/11/2018,3781151,388051,1,388051,A0901201,A09,1,"[26, 6.0]",A0901,"(190, 60)"
390,165,12/11/2018,3781138,367593,1,367593,A0701204,A07,1,"[32.5, 6.0]",A0701,"(230, 120)"
391,166,12/11/2018,3781137,423129,1,423129,A1012104,A10,12,"[20.75, 15.0]",A1012,"(270, 60)"
392,393,12/11/2018,3781127,397511,1,397511,A1010403,A10,10,"[20.75, 13.5]",A1010,"(350, 200)"
393,393,12/11/2018,3781127,440840,2,440840,A0705502,A07,5,"[32.5, 10.5]",A0705,"(50, 100)"
394,395,12/11/2018,3781127,458224,1,458224,A0404103,A04,4,"[41.0, 9.0]",A0404,"(240, 280)"
395,395,12/11/2018,3781127,366685,1,366685,A0104504,A01,4,"[50.75, 9.0]",A0104,"(180, 360)"
396,397,12/11/2018,3781127,77784,1,77784,A0201101,A02,1,"[48.75, 6.0]",A0201,"(230, 380)"
397,397,12/11/2018,3781127,401743,1,401743,A0412401,A04,12,"[41.0, 15.0]",A0412,"(190, 160)"
398,395,12/11/2018,3781127,135079,2,135079,A0614404,A06,14,"[34.5, 16.5]",A0614,"(130, 260)"
399,393,12/11/2018,3781127,419531,2,419531,A0616401,A06,16,"[34.5, 18.0]",A0616,"(230, 200)"
400,167,12/11/2018,3781127,348816,1,348816,A0908303,A09,8,"[24, 12.0]",A0908,"(220, 140)"
401,168,12/11/2018,3781128,335932,1,335932,A1006101,A10,6,"[20.75, 10.5]",A1006,"(240, 140)"
402,403,12/3/2018,3756186,466405,2,466405,A1007503,A10,7,"[22.75, 12.0]",A1007,"(300, 280)"
403,404,12/3/2018,3756186,431977,2,431977,A0203302,A02,3,"[48.75, 9.0]",A0203,"(250, 60)"
404,405,12/3/2018,3756186,288155,2,288155,A0612503,A06,12,"[34.5, 15.0]",A0612,"(420, 260)"
405,406,12/3/2018,3756186,427643,1,427643,A0110304,A01,10,"[50.75, 13.5]",A0110,"(390, 220)"
406,406,12/3/2018,3756186,408234,2,408234,A0319501,A03,19,"[45.5, 21.0]",A0319,"(150, 280)"
407,406,12/3/2018,3756186,267267,2,267267,A0808204,A08,8,"[28.0, 12.0]",A0808,"(60, 380)"
408,405,12/3/2018,3756186,412682,2,412682,A0805103,A08,5,"[29.25, 10.5]",A0805,"(110, 160)"
409,410,12/3/2018,3756186,344607,2,344607,A0815201,A08,15,"[29.25, 18.0]",A0815,"(220, 60)"
410,410,12/3/2018,3756186,366684,2,366684,A0109101,A01,9,"[52.0, 13.5]",A0109,"(180, 300)"
411,410,12/3/2018,3756186,428271,2,428271,A0312305,A03,12,"[44.25, 15.0]",A0312,"(290, 200)"
412,404,12/3/2018,3756186,358844,1,358844,A0614504,A06,14,"[34.5, 16.5]",A0614,"(140, 180)"
413,404,12/3/2018,3756186,424786,2,424786,A1014403,A10,14,"[20.75, 16.5]",A1014,"(240, 180)"
414,415,12/3/2018,3756186,466160,2,466160,A1019102,A10,19,"[22.75, 21.0]",A1019,"(170, 360)"
415,416,12/3/2018,3756186,280789,1,280789,A0914203,A09,14,"[24, 16.5]",A0914,"(290, 120)"
416,416,12/3/2018,3756186,267288,1,267288,A0809301,A08,9,"[29.25, 13.5]",A0809,"(280, 100)"
417,418,12/3/2018,3756186,392033,1,392033,A0202305,A02,2,"[47.5, 6.0]",A0202,"(320, 140)"
418,418,12/3/2018,3756186,363287,1,363287,A0202407,A02,2,"[47.5, 6.0]",A0202,"(240, 260)"
419,418,12/3/2018,3756186,404886,2,404886,A0308403,A03,8,"[44.25, 12.0]",A0308,"(440, 280)"
420,416,12/3/2018,3756186,266074,1,266074,A0322106,A03,22,"[44.25, 22.5]",A0322,"(410, 360)"
421,422,12/3/2018,3756186,402543,2,402543,A1103502,A11,3,"[19.5, 9.0]",A1103,"(340, 320)"
422,422,12/3/2018,3756186,405155,1,405155,A0413103,A04,13,"[42.25, 16.5]",A0413,"(90, 40)"
423,422,12/3/2018,3756186,359257,2,359257,A0913101,A09,13,"[26, 16.5]",A0913,"(420, 40)"
424,425,12/3/2018,3756186,215340,2,215340,A0717501,A07,17,"[32.5, 19.5]",A0717,"(170, 160)"
425,425,12/3/2018,3756186,444818,2,444818,A0514504,A05,14,"[37.75, 16.5]",A0514,"(380, 200)"
426,415,12/3/2018,3756186,446739,2,446739,A1010202,A10,10,"[20.75, 13.5]",A1010,"(250, 160)"
427,428,12/3/2018,3756186,122001,1,122001,A0321407,A03,21,"[45.5, 22.5]",A0321,"(420, 260)"
428,428,12/3/2018,3756186,361208,2,361208,A0908301,A09,8,"[24, 12.0]",A0908,"(80, 200)"
429,403,12/3/2018,3756186,353747,2,353747,A0702302,A07,2,"[31.25, 6.0]",A0702,"(70, 240)"
430,403,12/3/2018,3756186,348940,2,348940,A0411203,A04,11,"[42.25, 15.0]",A0411,"(100, 180)"
431,169,12/3/2018,3756186,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
432,170,12/3/2018,3755674,395246,1,395246,A0707504,A07,7,"[32.5, 12.0]",A0707,"(320, 380)"
433,171,12/3/2018,3755671,395245,1,395245,A0708403,A07,8,"[31.25, 12.0]",A0708,"(410, 60)"
434,172,12/3/2018,3755612,348940,1,348940,A0411203,A04,11,"[42.25, 15.0]",A0411,"(100, 180)"
435,173,12/3/2018,3755610,335346,1,335346,A1011303,A10,11,"[22.75, 15.0]",A1011,"(430, 300)"
436,437,12/3/2018,3755572,402179,1,402179,A0619403,A06,19,"[35.75, 21.0]",A0619,"(390, 40)"
437,437,12/3/2018,3755572,332803,2,332803,A0620401,A06,20,"[34.5, 21.0]",A0620,"(350, 100)"
438,437,12/3/2018,3755572,437988,2,437988,A0508204,A05,8,"[37.75, 12.0]",A0508,"(60, 80)"
439,440,12/3/2018,3755572,361603,2,361603,A0202103,A02,2,"[47.5, 6.0]",A0202,"(120, 300)"
440,440,12/3/2018,3755572,421579,1,421579,A0321308,A03,21,"[45.5, 22.5]",A0321,"(260, 260)"
441,174,12/3/2018,3755572,452659,1,452659,A0908204,A09,8,"[24, 12.0]",A0908,"(210, 300)"
442,175,12/3/2018,3755561,434125,1,434125,A0912502,A09,12,"[24, 15.0]",A0912,"(90, 200)"
443,444,12/3/2018,3755548,407380,1,407380,A1117403,A11,17,"[19.5, 19.5]",A1117,"(390, 80)"
444,444,12/3/2018,3755548,339212,1,339212,A0612403,A06,12,"[34.5, 15.0]",A0612,"(410, 180)"
445,176,12/3/2018,3755548,335346,1,335346,A1011303,A10,11,"[22.75, 15.0]",A1011,"(430, 300)"
446,447,12/3/2018,3755539,331611,1,331611,A0912402,A09,12,"[24, 15.0]",A0912,"(340, 240)"
447,447,12/3/2018,3755539,339781,2,339781,A0918102,A09,18,"[24, 19.5]",A0918,"(300, 260)"
448,177,12/3/2018,3755539,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
449,178,12/3/2018,3755497,450078,1,450078,A0904104,A09,4,"[24, 9.0]",A0904,"(140, 180)"
450,179,12/3/2018,3755477,370756,1,370756,A1021303,A10,21,"[22.75, 22.5]",A1021,"(90, 160)"
451,180,12/3/2018,3755477,370757,1,370757,A1002403,A10,2,"[20.75, 6.0]",A1002,"(440, 320)"
452,453,12/3/2018,3755477,409016,1,409016,A0102204,A01,2,"[50.75, 6.0]",A0102,"(100, 80)"
453,454,12/3/2018,3755477,442023,2,442023,A0702503,A07,2,"[31.25, 6.0]",A0702,"(240, 140)"
454,454,12/3/2018,3755477,294281,2,294281,A0401203,A04,1,"[42.25, 6.0]",A0401,"(350, 240)"
455,456,12/3/2018,3755477,337412,1,337412,A0412504,A04,12,"[41.0, 15.0]",A0412,"(160, 240)"
456,456,12/3/2018,3755477,349660,2,349660,A0305108,A03,5,"[45.5, 10.5]",A0305,"(440, 300)"
457,454,12/3/2018,3755477,425665,2,425665,A0406403,A04,6,"[41.0, 10.5]",A0406,"(270, 120)"
458,453,12/3/2018,3755477,206226,2,206226,A0906401,A09,6,"[24, 10.5]",A0906,"(50, 360)"
459,181,12/3/2018,3755477,397537,2,397537,A0802504,A08,2,"[28.0, 6.0]",A0802,"(420, 220)"
460,182,12/3/2018,3755477,441092,1,441092,A1006402,A10,6,"[20.75, 10.5]",A1006,"(220, 260)"
461,183,12/3/2018,3755460,351391,1,351391,A0812503,A08,12,"[28.0, 15.0]",A0812,"(280, 140)"
462,184,12/3/2018,3755460,439405,1,439405,A0403203,A04,3,"[42.25, 9.0]",A0403,"(150, 120)"
463,185,12/3/2018,3755366,290522,1,290522,A0412103,A04,12,"[41.0, 15.0]",A0412,"(50, 80)"
464,186,12/3/2018,3755339,366681,1,366681,A0104402,A01,4,"[50.75, 9.0]",A0104,"(400, 280)"
465,187,12/3/2018,3755347,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
466,188,12/3/2018,3755252,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
467,468,12/3/2018,3755235,446380,1,446380,A0604502,A06,4,"[34.5, 9.0]",A0604,"(220, 200)"
468,468,12/3/2018,3755235,318275,1,318275,A0908403,A09,8,"[24, 12.0]",A0908,"(300, 320)"
469,468,12/3/2018,3755235,389088,1,389088,A0309106,A03,9,"[45.5, 13.5]",A0309,"(230, 260)"
470,189,12/3/2018,3755235,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320,"(150, 340)"
471,190,12/3/2018,3755230,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
472,191,12/3/2018,3755231,452652,1,452652,A0406302,A04,6,"[41.0, 10.5]",A0406,"(110, 280)"
473,192,12/3/2018,3755222,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
474,193,12/3/2018,3755145,370815,1,370815,A0910204,A09,10,"[24, 13.5]",A0910,"(260, 180)"
475,194,12/3/2018,3755100,372093,1,372093,A1001201,A10,1,"[22.75, 6.0]",A1001,"(340, 300)"
476,477,12/3/2018,3755094,389087,2,389087,A0311501,A03,11,"[45.5, 15.0]",A0311,"(120, 80)"
477,477,12/3/2018,3755094,358962,1,358962,A0908104,A09,8,"[24, 12.0]",A0908,"(280, 260)"
478,195,12/3/2018,3755094,348791,1,348791,A0902203,A09,2,"[24, 6.0]",A0902,"(220, 220)"
479,196,12/3/2018,3755094,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
480,197,12/3/2018,3755086,340788,1,340788,A0814502,A08,14,"[28.0, 16.5]",A0814,"(360, 300)"
481,198,12/3/2018,3755066,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320,"(150, 340)"
